game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_RADICALS,,,2,AUDL,,,0.0,1.0,,,0.0,0.0,,2.0,30.0,35.0
SYNTHETIC_AUDL_W3_RADICALS,,,3,AUDL,,,0.0,0.0,,,0.0,1.0,,0.0,26.0,40.0
2022-06-18-ATX-MAD,2022-06-18,2022,4,,ATX,MAD,0.0,0.0,,,0.0,0.0,,0.0,0.0,6.0
2022-06-25-MAD-MIN,2022-06-25,2022,5,,MAD,MIN,1.0,0.0,,,0.0,0.0,,1.0,0.0,17.0
2022-07-10-MIN-MAD,2022-07-10,2022,7,,MIN,MAD,0.0,0.0,,,0.0,0.0,,0.0,0.0,-5.0
2022-07-15-IND-MAD,2022-07-15,2022,8,,IND,MAD,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-07-16-MAD-DET,2022-07-16,2022,8,,MAD,DET,0.0,0.0,,,0.0,1.0,,0.0,38.0,65.0
2022-07-29-CHI-MAD,2022-07-29,2022,10,,CHI,MAD,0.0,1.0,,,0.0,0.0,,0.0,0.0,4.0
2023-05-20-PIT-MIN,2023-05-20,2023,4,,PIT,MIN,,1.0,1.0,3.0,,,4.0,1.0,14.0,19.0
2023-05-28-MIN-CHI,2023-05-28,2023,5,,MIN,CHI,,,1.0,1.0,,,1.0,,12.0,14.0
2023-06-03-CHI-MIN,2023-06-03,2023,6,,CHI,MIN,,,6.0,8.0,,,8.0,,4.0,24.0
2023-06-10-MAD-MIN,2023-06-10,2023,7,,MAD,MIN,,1.0,3.0,3.0,,,5.0,2.0,-3.0,11.0
2023-06-17-MIN-MAD,2023-06-17,2023,8,,MIN,MAD,,2.0,8.0,10.0,,,10.0,,-9.0,70.0
2024-04-27-MIN-PIT,2024-04-27,2024,1,,MIN,PIT,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2024-05-11-MIN-CHI,2024-05-11,2024,3,,MIN,CHI,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2024-05-18-PIT-MIN,2024-05-18,2024,4,,PIT,MIN,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2024-05-24-MIN-MAD,2024-05-24,2024,5,,MIN,MAD,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2024-06-08-MIN-IND,2024-06-08,2024,7,,MIN,IND,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2024-06-15-COL-MIN,2024-06-15,2024,8,,COL,MIN,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2024-06-22-MAD-MIN,2024-06-22,2024,9,,MAD,MIN,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2024-06-28-MIN-CHI,2024-06-28,2024,10,,MIN,CHI,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2024-06-29-MIN-DET,2024-06-29,2024,10,,MIN,DET,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2024-07-06-CHI-MIN,2024-07-06,2024,11,,CHI,MIN,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2024-07-12-NY-MIN,2024-07-12,2024,12,,NY,MIN,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2024-07-20-DET-MIN,2024-07-20,2024,13,,DET,MIN,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
