game_id,date,season,week,league,away,home,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,missed
FOOTBALL_AF1_2026_4_12_T606163G1168202@T584747,2026-04-12,2026,1,AF1,Michigan Arsenal,Kentucky Barrels,0.0,0.0,0.0,0.0,0.0,3.0,4.0,750.0,
SYNTHETIC_50YARD_2026_W2_KENTUCKYBARRELS,2026-05-09,2026,2,50YARD,Kentucky Barrels,Albany Firebirds,,,,,,,,,1.0
FOOTBALL_AF1_2026_5_3_T584637G1168212@T584747,2026-05-03,2026,4,AF1,Nashville Kats,Kentucky Barrels,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
FOOTBALL_AF1_2026_5_9_T584747G1168215@T584635,2026-05-09,2026,5,AF1,Kentucky Barrels,Albany Firebirds,1.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,
