game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_CANNONS,,,2,AUDL,,,0.0,0.0,,,0.0,4.0,,,,2.0,279.0,-11.0
SYNTHETIC_AUDL_W3_CANNONS,,,3,AUDL,,,1.0,0.0,,,1.0,2.0,,,,0.0,124.0,-3.0
2022-06-25-CAR-TB,2022-06-25,2022,5,,CAR,TB,1.0,0.0,,,1.0,0.0,,,,2.0,117.0,36.0
2022-07-09-TB-CAR,2022-07-09,2022,7,AUDL,cannons,flyers,2.0,0.0,,,0.0,0.0,,,,0.0,62.0,48.0
2022-07-16-ATL-TB,2022-07-16,2022,8,AUDL,hustle,cannons,0.0,1.0,,,0.0,1.0,,,,0.0,15.0,-13.0
2022-07-23-DAL-TB,2022-07-23,2022,9,AUDL,legion,cannons,1.0,1.0,,,0.0,1.0,,,,0.0,216.0,52.0
2022-07-29-TB-ATX,2022-07-29,2022,10,AUDL,cannons,sol,1.0,2.0,,,0.0,1.0,,,,0.0,55.0,29.0
2022-07-30-TB-DAL,2022-07-30,2022,10,AUDL,cannons,legion,0.0,0.0,,,1.0,3.0,,,,0.0,49.0,3.0
2023-04-29-MAD-PIT,2023-04-29,2023,1,AUDL,MADISON RADICALS,PITTSBURGH THUNDERBIRDS,,1.0,3.0,2.0,,2.0,1.0,,2.0,,34.0,-5.0
2023-05-13-PIT-DET,2023-05-13,2023,3,AUDL,PITTSBURGH THUNDERBIRDS,DETROIT MECHANIX,1.0,1.0,6.0,3.0,,4.0,,1.0,3.0,,81.0,63.0
2023-05-20-PIT-MIN,2023-05-20,2023,4,AUDL,PITTSBURGH THUNDERBIRDS,MINNESOTA WIND CHILL,1.0,1.0,12.0,7.0,,3.0,,,9.0,1.0,192.0,34.0
2023-05-27-PHI-PIT,2023-05-27,2023,5,AUDL,PHILADELPHIA PHOENIX,PITTSBURGH THUNDERBIRDS,,,7.0,3.0,,2.0,1.0,,4.0,1.0,125.0,9.0
2023-06-04-PIT-MAD,2023-06-04,2023,6,AUDL,PITTSBURGH THUNDERBIRDS,MADISON RADICALS,1.0,1.0,12.0,9.0,,3.0,1.0,,10.0,1.0,210.0,68.0
2023-06-11-DET-PIT,2023-06-11,2023,7,AUDL,DETROIT MECHANIX,PITTSBURGH THUNDERBIRDS,3.0,,16.0,14.0,,2.0,1.0,2.0,14.0,,266.0,95.0
2023-06-17-PIT-TOR,2023-06-17,2023,8,AUDL,PITTSBURGH THUNDERBIRDS,TORONTO RUSH,,2.0,11.0,8.0,,3.0,3.0,1.0,9.0,,164.0,65.0
2023-06-30-DET-PIT,2023-06-30,2023,10,AUDL,DETROIT MECHANIX,PITTSBURGH THUNDERBIRDS,2.0,2.0,21.0,14.0,,7.0,,,15.0,1.0,313.0,61.0
2023-07-07-CHI-PIT,2023-07-07,2023,11,AUDL,CHICAGO UNION,PITTSBURGH THUNDERBIRDS,2.0,,13.0,10.0,0.0,3.0,0.0,,10.0,0.0,191.0,67.0
2023-07-08-PIT-CHI,2023-07-08,2023,11,AUDL,PITTSBURGH THUNDERBIRDS,CHICAGO UNION,,,,,,,,1.0,,,,
