game_id,date,season,week,league,away,home,def_sack,def_solo,def_tot,def_ydsl,interceptions_made,sacks,tackles
FOOTBALL_CFL_2021_10_11_OTT@MTL,2021-10-11,2021,1,CFL,OTT,MTL,,1.0,1.0,,,,
FOOTBALL_CFL_2021_9_3_MTL@OTT,2021-09-03,2021,1,CFL,MTL,OTT,,1.0,1.0,,,,
FOOTBALL_CFL_2022_6_16_MTL@TOR,2022-06-16,2022,1,CFL,MTL,TOR,,2.0,2.0,,,,
FOOTBALL_CFL_2022_6_23_SSK@MTL,2022-06-23,2022,1,CFL,SSK,MTL,2.0,2.0,2.0,4.0,,,
FOOTBALL_CFL_2022_7_14_EDM@MTL,2022-07-14,2022,1,CFL,EDM,MTL,,3.0,3.0,,,,
FOOTBALL_CFL_2022_7_2_MTL@SSK,2022-07-02,2022,1,CFL,MTL,SSK,1.0,4.0,4.0,5.0,,,
FOOTBALL_CFL_2022_9_23_HAM@MTL,2022-09-23,2022,1,CFL,HAM,MTL,,1.0,1.0,,,,
9889335,2023-09-09,2023,14,CFL,MTL,TOR,,,,,0.0,0.0,0.0
9889344,2023-09-23,2023,16,CFL,MTL,CGY,,,,,0.0,0.0,2.0
SYNTHETIC_CFL_2023_W20_MTL,,2023,20,CFL,,,,,,,0.0,0.0,0.0
10798019,2024-06-09,2024,1,CFL,BC,TOR,,,,,,,1.0
