game_id,date,season,week,league,away,home,attempts,avg,long,td,yards
FOOTBALL_XLEAGUE_2011_SEASON_TOTAL,,2011,1,XLEAGUE,,,15.0,7.5,17.0,1.0,112.0
FOOTBALL_XLEAGUE_2012_SEASON_TOTAL,,2012,1,XLEAGUE,,,17.0,13.6,54.0,4.0,232.0
FOOTBALL_XLEAGUE_2013_SEASON_TOTAL,,2013,1,XLEAGUE,,,20.0,11.3,21.0,2.0,226.0
FOOTBALL_XLEAGUE_2014_SEASON_TOTAL,,2014,1,XLEAGUE,,,23.0,8.5,23.0,2.0,195.0
