game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3a,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105200MIN,2021-05-20,2021,1,WNBA,SEA,MIN,,,3.0,,0.5,2.0,1.0,4.0,,,,8.383333333333333,2.0,19.0,2.0,5.0,,2.0
WNBA_202105220DAL,2021-05-22,2021,1,WNBA,SEA,DAL,3.0,,3.0,,,1.0,,1.0,0.5,2.0,1.0,20.0,3.0,4.0,1.0,6.0,1.0,1.0
WNBA_202105250SEA,2021-05-25,2021,1,WNBA,CON,SEA,4.0,,3.0,,0.333,6.0,2.0,1.0,0.75,4.0,3.0,35.416666666666664,2.0,24.0,7.0,5.0,2.0,1.0
WNBA_202105280SEA,2021-05-28,2021,1,WNBA,MIN,SEA,1.0,,3.0,,0.667,6.0,4.0,2.0,,,,15.766666666666667,2.0,16.0,8.0,5.0,1.0,2.0
WNBA_202106010SEA,2021-06-01,2021,1,WNBA,IND,SEA,,,8.0,,0.5,4.0,2.0,5.0,,,,22.133333333333333,3.0,7.0,4.0,11.0,1.0,1.0
WNBA_202106040SEA,2021-06-04,2021,1,WNBA,DAL,SEA,1.0,,9.0,,0.667,6.0,4.0,3.0,0.667,6.0,4.0,27.65,,10.0,12.0,9.0,,3.0
WNBA_202106060SEA,2021-06-06,2021,1,WNBA,DAL,SEA,4.0,2.0,3.0,,,2.0,,,,,,26.35,1.0,8.0,,4.0,3.0,2.0
WNBA_202106090ATL,2021-06-09,2021,1,WNBA,SEA,ATL,,1.0,3.0,,0.667,6.0,4.0,1.0,0.75,4.0,3.0,17.8,1.0,9.0,11.0,4.0,,1.0
WNBA_202106110ATL,2021-06-11,2021,1,WNBA,SEA,ATL,3.0,,3.0,,0.6,5.0,3.0,4.0,0.667,3.0,2.0,24.9,3.0,2.0,8.0,6.0,,
WNBA_202106130CON,2021-06-13,2021,1,WNBA,SEA,CON,2.0,,5.0,,0.5,4.0,2.0,3.0,0.5,2.0,1.0,25.966666666666665,2.0,20.0,5.0,7.0,2.0,1.0
WNBA_202106150IND,2021-06-15,2021,1,WNBA,SEA,IND,1.0,,4.0,,0.4,5.0,2.0,1.0,,,,21.95,1.0,2.0,4.0,5.0,,1.0
WNBA_202106170IND,2021-06-17,2021,1,WNBA,SEA,IND,1.0,,5.0,,0.5,8.0,4.0,4.0,,,,22.866666666666667,,9.0,8.0,5.0,1.0,1.0
WNBA_202106220SEA,2021-06-22,2021,1,WNBA,WAS,SEA,,,4.0,,0.625,8.0,5.0,3.0,,,,23.783333333333335,2.0,2.0,10.0,6.0,1.0,1.0
WNBA_202106270LVA,2021-06-27,2021,1,WNBA,SEA,LVA,2.0,1.0,8.0,,0.625,8.0,5.0,2.0,1.0,2.0,2.0,33.55,3.0,-1.0,12.0,11.0,,3.0
WNBA_202107020SEA,2021-07-02,2021,1,WNBA,ATL,SEA,1.0,,6.0,,0.8,5.0,4.0,4.0,0.5,4.0,2.0,25.4,1.0,-3.0,10.0,7.0,,1.0
WNBA_202107040LAS,2021-07-04,2021,1,WNBA,SEA,LAS,,,5.0,,0.5,2.0,1.0,1.0,,,,16.683333333333334,1.0,,2.0,6.0,,
WNBA_202107070SEA,2021-07-07,2021,1,WNBA,LAS,SEA,1.0,1.0,1.0,,,1.0,,2.0,,,,17.316666666666666,2.0,11.0,,3.0,2.0,2.0
WNBA_202107090PHO,2021-07-09,2021,1,WNBA,SEA,PHO,2.0,1.0,4.0,,1.0,6.0,6.0,6.0,,,,33.766666666666666,2.0,-1.0,12.0,6.0,,
WNBA_202107110SEA,2021-07-11,2021,1,WNBA,PHO,SEA,1.0,,8.0,,0.8,5.0,4.0,4.0,,,,37.36666666666667,2.0,4.0,8.0,10.0,1.0,
WNBA_202108150CHI,2021-08-15,2021,1,WNBA,SEA,CHI,7.0,,9.0,,0.6,5.0,3.0,3.0,1.0,4.0,4.0,33.96666666666667,2.0,6.0,10.0,11.0,1.0,3.0
WNBA_202108180NYL,2021-08-18,2021,1,WNBA,SEA,NYL,2.0,1.0,3.0,,0.667,3.0,2.0,3.0,1.0,2.0,2.0,25.916666666666668,,-12.0,6.0,3.0,2.0,2.0
WNBA_202108200NYL,2021-08-20,2021,1,WNBA,SEA,NYL,1.0,,6.0,,0.333,3.0,1.0,,,,,22.583333333333332,1.0,13.0,2.0,7.0,,2.0
WNBA_202108220WAS,2021-08-22,2021,1,WNBA,SEA,WAS,1.0,1.0,5.0,,0.75,8.0,6.0,2.0,1.0,2.0,2.0,23.733333333333334,3.0,-3.0,14.0,8.0,2.0,2.0
WNBA_202108240MIN,2021-08-24,2021,1,WNBA,SEA,MIN,,2.0,1.0,,1.0,1.0,1.0,4.0,0.5,2.0,1.0,24.666666666666668,2.0,-11.0,3.0,3.0,1.0,1.0
WNBA_202108270SEA,2021-08-27,2021,1,WNBA,CHI,SEA,2.0,1.0,5.0,,0.714,7.0,5.0,2.0,0.5,2.0,1.0,25.233333333333334,2.0,-5.0,11.0,7.0,,1.0
WNBA_202108290SEA,2021-08-29,2021,1,WNBA,CHI,SEA,1.0,,2.0,,0.4,5.0,2.0,2.0,1.0,1.0,1.0,21.4,1.0,-17.0,5.0,3.0,1.0,
WNBA_202109020SEA,2021-09-02,2021,1,WNBA,NYL,SEA,1.0,,1.0,,0.75,8.0,6.0,3.0,1.0,2.0,2.0,18.183333333333334,2.0,5.0,14.0,3.0,,1.0
WNBA_202109070SEA,2021-09-07,2021,1,WNBA,WAS,SEA,2.0,,4.0,,0.714,7.0,5.0,3.0,1.0,1.0,1.0,27.733333333333334,1.0,24.0,11.0,5.0,1.0,1.0
WNBA_202109120LAS,2021-09-12,2021,1,WNBA,SEA,LAS,2.0,,5.0,,0.333,3.0,1.0,4.0,1.0,4.0,4.0,22.766666666666666,,-12.0,6.0,5.0,1.0,2.0
WNBA_202109170SEA,2021-09-17,2021,1,WNBA,PHO,SEA,3.0,,5.0,,0.778,9.0,7.0,2.0,,,,36.61666666666667,3.0,7.0,14.0,8.0,3.0,
WNBA_202109260SEA,2021-09-26,2021,1,WNBA,PHO,SEA,4.0,2.0,10.0,,0.556,9.0,5.0,2.0,,,,45.0,2.0,-5.0,10.0,12.0,,
WNBA_202206030SEA,2022-06-03,2022,1,WNBA,DAL,SEA,,,1.0,,0.5,2.0,1.0,3.0,,,,12.1,1.0,-2.0,2.0,2.0,,3.0
WNBA_202206050SEA,2022-06-05,2022,1,WNBA,CON,SEA,1.0,,2.0,,1.0,2.0,2.0,1.0,,1.0,,10.85,,-17.0,4.0,2.0,,1.0
WNBA_202206070SEA,2022-06-07,2022,1,WNBA,ATL,SEA,,,3.0,,,1.0,,,,,,11.283333333333333,,-15.0,,3.0,,2.0
WNBA_202206100DAL,2022-06-10,2022,1,WNBA,SEA,DAL,,,1.0,,0.5,2.0,1.0,2.0,,,,10.816666666666666,,-6.0,2.0,1.0,,
WNBA_202206120DAL,2022-06-12,2022,1,WNBA,SEA,DAL,,,,,,1.0,,1.0,1.0,2.0,2.0,8.633333333333333,1.0,-5.0,2.0,1.0,,1.0
WNBA_202305200SEA,2023-05-20,2023,1,WNBA,LVA,SEA,1.0,1.0,7.0,,0.6,5.0,3.0,,,2.0,,24.25,2.0,-24.0,6.0,9.0,,1.0
WNBA_202305260SEA,2023-05-26,2023,1,WNBA,DAL,SEA,1.0,,3.0,,0.5,4.0,2.0,1.0,1.0,2.0,2.0,17.166666666666668,2.0,-11.0,6.0,5.0,1.0,1.0
WNBA_202305300SEA,2023-05-30,2023,1,WNBA,NYL,SEA,4.0,,3.0,,0.4,5.0,2.0,2.0,0.75,8.0,6.0,23.516666666666666,1.0,-12.0,10.0,4.0,,
