game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140MIN,2021-05-14,2021,1,WNBA,PHO,MIN,,,1.0,,,,,,,,,,,4.85,,-3.0,,1.0,,
WNBA_202105180NYL,2021-05-18,2021,1,WNBA,MIN,NYL,3.0,,2.0,1.0,1.0,1.0,0.75,4.0,3.0,2.0,1.0,5.0,5.0,18.433333333333334,4.0,3.0,12.0,6.0,,
WNBA_202105200MIN,2021-05-20,2021,1,WNBA,SEA,MIN,5.0,,3.0,,4.0,,0.286,7.0,2.0,1.0,,,,18.866666666666667,1.0,,4.0,4.0,,2.0
WNBA_202105280SEA,2021-05-28,2021,1,WNBA,MIN,SEA,,,1.0,,,,,2.0,,2.0,,,,7.816666666666666,1.0,-17.0,,2.0,,1.0
WNBA_202105300MIN,2021-05-30,2021,1,WNBA,CON,MIN,,,,,,,,,,,,,,0.8833333333333333,,,,,,
WNBA_202106040MIN,2021-06-04,2021,1,WNBA,ATL,MIN,2.0,1.0,1.0,,,,,,,3.0,,,,6.383333333333334,,-8.0,,1.0,,3.0
WNBA_202106060MIN,2021-06-06,2021,1,WNBA,ATL,MIN,,,,,1.0,,,2.0,,,,,,3.6166666666666667,,-5.0,,,,
WNBA_202106250MIN,2021-06-25,2021,1,WNBA,LVA,MIN,3.0,,3.0,,,,,,,1.0,,,,10.866666666666667,1.0,-3.0,,4.0,,2.0
WNBA_202106300PHO,2021-06-30,2021,1,WNBA,MIN,PHO,2.0,,2.0,,1.0,,,2.0,,,,,,12.016666666666667,1.0,3.0,,3.0,,
WNBA_202107030PHO,2021-07-03,2021,1,WNBA,MIN,PHO,6.0,,5.0,,2.0,,0.25,4.0,1.0,1.0,1.0,2.0,2.0,21.116666666666667,1.0,19.0,4.0,6.0,1.0,1.0
WNBA_202107070MIN,2021-07-07,2021,1,WNBA,DAL,MIN,,1.0,2.0,,,,,,,,,,,8.95,1.0,,,3.0,1.0,1.0
WNBA_202107090LVA,2021-07-09,2021,1,WNBA,MIN,LVA,1.0,,4.0,,,,0.667,3.0,2.0,,,,,13.45,,5.0,4.0,4.0,,
WNBA_202107110LAS,2021-07-11,2021,1,WNBA,MIN,LAS,5.0,,2.0,,1.0,,0.4,5.0,2.0,2.0,0.333,3.0,1.0,13.083333333333334,5.0,10.0,5.0,7.0,,1.0
WNBA_202108170CON,2021-08-17,2021,1,WNBA,MIN,CON,,,,,,,,,,,,,,1.75,,,,,,
WNBA_202108190CON,2021-08-19,2021,1,WNBA,MIN,CON,1.0,,,,,,0.5,2.0,1.0,1.0,,,,6.583333333333333,,-1.0,2.0,,1.0,
WNBA_202108310MIN,2021-08-31,2021,1,WNBA,NYL,MIN,1.0,1.0,6.0,,,,,1.0,,,1.0,2.0,2.0,18.633333333333333,2.0,4.0,2.0,8.0,,
WNBA_202109020MIN,2021-09-02,2021,1,WNBA,LAS,MIN,2.0,,3.0,,,,,,,,,,,7.633333333333333,1.0,-7.0,,4.0,,1.0
WNBA_202109040MIN,2021-09-04,2021,1,WNBA,WAS,MIN,,,4.0,,1.0,,0.667,3.0,2.0,1.0,,,,7.0,,9.0,4.0,4.0,,1.0
WNBA_202109080LVA,2021-09-08,2021,1,WNBA,MIN,LVA,3.0,1.0,3.0,,,,,1.0,,3.0,,,,14.25,2.0,-9.0,,5.0,,4.0
WNBA_202109100MIN,2021-09-10,2021,1,WNBA,IND,MIN,2.0,,4.0,,1.0,,0.5,4.0,2.0,1.0,,,,17.483333333333334,3.0,-3.0,4.0,7.0,,
WNBA_202109120MIN,2021-09-12,2021,1,WNBA,IND,MIN,,,,,,,,,,,,,,2.35,,-4.0,,,,1.0
WNBA_202109170IND,2021-09-17,2021,1,WNBA,MIN,IND,2.0,,1.0,,,,0.25,4.0,1.0,2.0,0.5,4.0,2.0,14.766666666666667,1.0,-2.0,4.0,2.0,,
WNBA_202205060SEA,2022-05-06,2022,1,WNBA,MIN,SEA,5.0,,8.0,0.333,3.0,1.0,0.4,10.0,4.0,4.0,,1.0,,31.1,4.0,-28.0,9.0,12.0,,4.0
WNBA_202205080MIN,2022-05-08,2022,1,WNBA,WAS,MIN,4.0,1.0,8.0,0.5,4.0,2.0,0.5,12.0,6.0,3.0,1.0,2.0,2.0,36.166666666666664,4.0,-7.0,16.0,12.0,,
WNBA_202205100IND,2022-05-10,2022,1,WNBA,MIN,IND,9.0,,5.0,,1.0,,0.444,9.0,4.0,3.0,0.667,3.0,2.0,38.31666666666667,5.0,2.0,10.0,10.0,1.0,3.0
WNBA_202205140MIN,2022-05-14,2022,1,WNBA,CHI,MIN,3.0,,2.0,,1.0,,0.333,6.0,2.0,2.0,0.5,2.0,1.0,20.95,,-4.0,5.0,2.0,,2.0
WNBA_202205170LAS,2022-05-17,2022,1,WNBA,MIN,LAS,3.0,,6.0,1.0,1.0,1.0,0.667,6.0,4.0,4.0,0.5,2.0,1.0,26.166666666666668,3.0,-8.0,10.0,9.0,,1.0
WNBA_202205190LVA,2022-05-19,2022,1,WNBA,MIN,LVA,3.0,1.0,13.0,,1.0,,0.714,7.0,5.0,1.0,0.8,5.0,4.0,35.416666666666664,2.0,-14.0,14.0,15.0,1.0,1.0
WNBA_202205210DAL,2022-05-21,2022,1,WNBA,MIN,DAL,2.0,1.0,1.0,,,,0.714,7.0,5.0,2.0,1.0,4.0,4.0,34.983333333333334,2.0,-23.0,14.0,3.0,1.0,1.0
WNBA_202205240MIN,2022-05-24,2022,1,WNBA,NYL,MIN,4.0,,9.0,,1.0,,0.4,10.0,4.0,3.0,,,,33.266666666666666,2.0,13.0,8.0,11.0,,
WNBA_202205290MIN,2022-05-29,2022,1,WNBA,LAS,MIN,1.0,,5.0,,,,,1.0,,2.0,0.833,6.0,5.0,32.733333333333334,1.0,-5.0,5.0,6.0,,1.0
WNBA_202206010ATL,2022-06-01,2022,1,WNBA,MIN,ATL,1.0,,1.0,,,,,2.0,,1.0,,2.0,,13.216666666666667,1.0,-3.0,,2.0,,2.0
WNBA_202206050NYL,2022-06-05,2022,1,WNBA,MIN,NYL,3.0,,3.0,,1.0,,0.333,6.0,2.0,1.0,1.0,2.0,2.0,29.666666666666668,1.0,5.0,6.0,4.0,1.0,2.0
WNBA_202206070NYL,2022-06-07,2022,1,WNBA,MIN,NYL,2.0,,2.0,,1.0,,0.25,8.0,2.0,2.0,1.0,5.0,5.0,28.3,5.0,-11.0,9.0,7.0,1.0,2.0
WNBA_202206100MIN,2022-06-10,2022,1,WNBA,WAS,MIN,1.0,,12.0,,,,0.2,5.0,1.0,2.0,0.5,6.0,3.0,26.65,3.0,-11.0,5.0,15.0,,4.0
WNBA_202206120MIN,2022-06-12,2022,1,WNBA,IND,MIN,1.0,,1.0,,,,0.375,8.0,3.0,2.0,0.75,4.0,3.0,26.783333333333335,2.0,-17.0,9.0,3.0,,1.0
WNBA_202206140MIN,2022-06-14,2022,1,WNBA,SEA,MIN,2.0,1.0,5.0,,,,0.667,9.0,6.0,2.0,,,,23.3,1.0,,12.0,6.0,,1.0
WNBA_202206190LVA,2022-06-19,2022,1,WNBA,MIN,LVA,6.0,1.0,13.0,,,,0.818,11.0,9.0,,0.8,5.0,4.0,28.0,6.0,,22.0,19.0,,2.0
WNBA_202206210PHO,2022-06-21,2022,1,WNBA,MIN,PHO,5.0,,9.0,,,,0.5,4.0,2.0,1.0,1.0,2.0,2.0,31.116666666666667,4.0,10.0,6.0,13.0,1.0,
WNBA_202206230MIN,2022-06-23,2022,1,WNBA,PHO,MIN,3.0,,7.0,,,,1.0,2.0,2.0,1.0,1.0,5.0,5.0,19.616666666666667,2.0,5.0,9.0,9.0,,1.0
WNBA_202206260CHI,2022-06-26,2022,1,WNBA,MIN,CHI,2.0,,7.0,1.0,1.0,1.0,0.75,8.0,6.0,4.0,0.667,3.0,2.0,25.766666666666666,1.0,3.0,15.0,8.0,1.0,
WNBA_202206280MIN,2022-06-28,2022,1,WNBA,DAL,MIN,1.0,2.0,3.0,,1.0,,0.375,8.0,3.0,1.0,0.5,4.0,2.0,18.85,3.0,8.0,8.0,6.0,1.0,1.0
WNBA_202207010MIN,2022-07-01,2022,1,WNBA,LVA,MIN,2.0,,1.0,,,,,5.0,,1.0,,,,17.0,,-12.0,,1.0,,2.0
WNBA_202207030MIN,2022-07-03,2022,1,WNBA,LVA,MIN,4.0,,8.0,0.5,2.0,1.0,0.8,5.0,4.0,,,,,16.916666666666668,,22.0,9.0,8.0,,2.0
WNBA_202207060MIN,2022-07-06,2022,1,WNBA,CHI,MIN,3.0,1.0,6.0,,1.0,,0.571,7.0,4.0,1.0,0.667,3.0,2.0,26.5,,-5.0,10.0,6.0,1.0,1.0
WNBA_202207120MIN,2022-07-12,2022,1,WNBA,PHO,MIN,4.0,,7.0,,,,0.75,8.0,6.0,4.0,0.2,5.0,1.0,36.63333333333333,5.0,18.0,13.0,12.0,2.0,4.0
WNBA_202207140MIN,2022-07-14,2022,1,WNBA,DAL,MIN,2.0,,1.0,,,,,1.0,,1.0,1.0,2.0,2.0,14.533333333333333,,-19.0,2.0,1.0,,1.0
WNBA_202207150IND,2022-07-15,2022,1,WNBA,MIN,IND,5.0,,3.0,,1.0,,0.5,8.0,4.0,3.0,1.0,3.0,3.0,23.266666666666666,,6.0,11.0,3.0,1.0,1.0
WNBA_202207170WAS,2022-07-17,2022,1,WNBA,MIN,WAS,7.0,,7.0,,,,,1.0,,4.0,1.0,2.0,2.0,23.616666666666667,5.0,-4.0,2.0,12.0,,1.0
