game_id,date,season,week,league,away,home,games_played
NLL_2019_SEASON_TOTAL,,,1,,,,6.0
NLL_2021_SEASON_TOTAL,,,1,,,,10.0
NLL_2022_SEASON_TOTAL,,,1,,,,18.0
NLL_2023_SEASON_TOTAL,,,1,,,,7.0
