game_id,date,season,week,league,away,home,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,interceptions_made,sacks,tackles
FOOTBALL_CFL_2018_9_2_WPG@SSK,2018-09-02,2018,1,CFL,WPG,SSK,,,,3.0,3.0,,,,,
FOOTBALL_CFL_2018_9_8_SSK@WPG,2018-09-08,2018,1,CFL,SSK,WPG,,,,8.0,8.0,,,,,
FOOTBALL_CFL_2019_10_12_BC@EDM,2019-10-12,2019,1,CFL,BC,EDM,,,,1.0,1.0,,,,,
FOOTBALL_CFL_2019_10_26_SSK@EDM,2019-10-26,2019,1,CFL,SSK,EDM,,,1.0,8.0,8.0,,2.0,,,
FOOTBALL_CFL_2019_11_10_EDM@MTL,2019-11-10,2019,1,CFL,EDM,MTL,,,,1.0,1.0,,,,,
FOOTBALL_CFL_2019_11_17_EDM@HAM,2019-11-17,2019,1,CFL,EDM,HAM,,,,3.0,3.0,,,,,
FOOTBALL_CFL_2019_11_2_EDM@SSK,2019-11-02,2019,1,CFL,EDM,SSK,,,,4.0,4.0,,,,,
SYNTHETIC_CFL_2023_W9_OTT,2023-08-06,2023,9,CFL,OTT,SSK,,,,,,,,0.0,0.0,9.0
SYNTHETIC_CFL_2023_W10_OTT,2023-08-13,2023,10,CFL,OTT,TOR,,,,,,,,0.0,0.0,6.0
SYNTHETIC_CFL_2023_W11_OTT,2023-08-19,2023,11,CFL,MTL,OTT,,,,,,,,0.0,0.0,2.0
SYNTHETIC_CFL_2023_W12_OTT,2023-08-27,2023,12,CFL,OTT,EDM,,,,,,,,0.0,1.0,10.0
SYNTHETIC_CFL_2023_W14_OTT,2023-09-08,2023,14,CFL,HAM,OTT,,,,,,,,0.0,0.0,7.0
SYNTHETIC_CFL_2023_W15_OTT,2023-09-16,2023,15,CFL,OTT,BC,,,,,,,,0.0,0.0,6.0
SYNTHETIC_CFL_2023_W17_OTT,2023-09-30,2023,17,CFL,MTL,OTT,,,,,,,,0.0,0.0,3.0
SYNTHETIC_CFL_2023_W18_OTT,2023-10-09,2023,18,CFL,OTT,MTL,,,,,,,,0.0,0.0,6.0
SYNTHETIC_CFL_2023_W19_OTT,2023-10-14,2023,19,CFL,OTT,TOR,,,,,,,,0.0,0.0,6.0
SYNTHETIC_CFL_2023_W21_OTT,2023-10-28,2023,21,CFL,TOR,OTT,,,,,,,,0.0,2.0,7.0
