game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3a,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140MIN,2021-05-14,2021,1,WNBA,PHO,MIN,1.0,3.0,6.0,,0.6,10.0,6.0,3.0,0.5,2.0,1.0,35.25,4.0,-4.0,13.0,10.0,1.0,1.0
WNBA_202105160CON,2021-05-16,2021,1,WNBA,PHO,CON,4.0,2.0,6.0,,0.8,5.0,4.0,3.0,,,,35.38333333333333,2.0,-5.0,8.0,8.0,1.0,2.0
WNBA_202105180WAS,2021-05-18,2021,1,WNBA,PHO,WAS,3.0,2.0,9.0,,0.8,5.0,4.0,3.0,1.0,2.0,2.0,31.533333333333335,5.0,12.0,10.0,14.0,,3.0
WNBA_202105210PHO,2021-05-21,2021,1,WNBA,CON,PHO,2.0,1.0,1.0,,0.333,6.0,2.0,2.0,,,,31.916666666666668,4.0,-23.0,4.0,5.0,1.0,
WNBA_202105260PHO,2021-05-26,2021,1,WNBA,LVA,PHO,2.0,4.0,5.0,,0.25,4.0,1.0,,,,,22.866666666666667,2.0,-9.0,2.0,7.0,,1.0
WNBA_202105290DAL,2021-05-29,2021,1,WNBA,PHO,DAL,2.0,4.0,7.0,,0.2,5.0,1.0,1.0,0.5,2.0,1.0,25.766666666666666,2.0,12.0,3.0,9.0,,
WNBA_202106010CHI,2021-06-01,2021,1,WNBA,PHO,CHI,2.0,3.0,7.0,,0.857,7.0,6.0,4.0,,,,28.683333333333334,1.0,11.0,12.0,8.0,,1.0
WNBA_202106030PHO,2021-06-03,2021,1,WNBA,CHI,PHO,6.0,3.0,8.0,,0.6,5.0,3.0,1.0,1.0,2.0,2.0,39.13333333333333,1.0,12.0,8.0,9.0,1.0,4.0
WNBA_202106080PHO,2021-06-08,2021,1,WNBA,DAL,PHO,3.0,1.0,6.0,1.0,0.4,5.0,2.0,4.0,0.5,2.0,1.0,28.683333333333334,2.0,-5.0,5.0,8.0,,1.0
WNBA_202106110PHO,2021-06-11,2021,1,WNBA,DAL,PHO,1.0,,3.0,,0.667,3.0,2.0,1.0,,,,18.383333333333333,1.0,-12.0,4.0,4.0,,1.0
WNBA_202106130PHO,2021-06-13,2021,1,WNBA,NYL,PHO,1.0,,7.0,,1.0,3.0,3.0,2.0,0.75,4.0,3.0,35.88333333333333,1.0,3.0,9.0,8.0,1.0,1.0
WNBA_202106160LAS,2021-06-16,2021,1,WNBA,PHO,LAS,,,9.0,,0.4,5.0,2.0,1.0,1.0,2.0,2.0,34.36666666666667,3.0,-4.0,6.0,12.0,,1.0
WNBA_202106180LAS,2021-06-18,2021,1,WNBA,PHO,LAS,,,6.0,,0.75,8.0,6.0,,1.0,3.0,3.0,29.733333333333334,2.0,11.0,15.0,8.0,3.0,2.0
WNBA_202106270PHO,2021-06-27,2021,1,WNBA,LAS,PHO,2.0,1.0,14.0,,0.5,8.0,4.0,2.0,,,,28.65,1.0,11.0,8.0,15.0,2.0,2.0
WNBA_202106300PHO,2021-06-30,2021,1,WNBA,MIN,PHO,,1.0,4.0,,0.333,6.0,2.0,,0.5,2.0,1.0,29.783333333333335,2.0,7.0,5.0,6.0,2.0,
WNBA_202107030PHO,2021-07-03,2021,1,WNBA,MIN,PHO,,1.0,6.0,,0.667,3.0,2.0,1.0,1.0,4.0,4.0,17.2,,-15.0,8.0,6.0,2.0,1.0
WNBA_202107070LVA,2021-07-07,2021,1,WNBA,PHO,LVA,1.0,2.0,11.0,,0.5,2.0,1.0,5.0,0.8,5.0,4.0,39.1,1.0,10.0,6.0,12.0,1.0,
WNBA_202107090PHO,2021-07-09,2021,1,WNBA,SEA,PHO,1.0,1.0,6.0,,0.333,3.0,1.0,3.0,,,,34.416666666666664,2.0,9.0,2.0,8.0,,2.0
WNBA_202107110SEA,2021-07-11,2021,1,WNBA,PHO,SEA,2.0,,4.0,,0.444,9.0,4.0,4.0,1.0,1.0,1.0,31.883333333333333,2.0,3.0,9.0,6.0,1.0,2.0
WNBA_202108150PHO,2021-08-15,2021,1,WNBA,ATL,PHO,3.0,4.0,14.0,,0.571,7.0,4.0,1.0,1.0,2.0,2.0,33.4,3.0,17.0,10.0,17.0,,2.0
WNBA_202108170PHO,2021-08-17,2021,1,WNBA,IND,PHO,2.0,,6.0,,0.417,12.0,5.0,3.0,,1.0,,28.9,5.0,-2.0,10.0,11.0,,2.0
WNBA_202108190PHO,2021-08-19,2021,1,WNBA,WAS,PHO,1.0,,10.0,,0.6,5.0,3.0,3.0,,,,27.7,4.0,9.0,6.0,14.0,,2.0
WNBA_202108210ATL,2021-08-21,2021,1,WNBA,PHO,ATL,1.0,2.0,8.0,,0.667,9.0,6.0,3.0,0.75,4.0,3.0,34.45,2.0,23.0,15.0,10.0,,3.0
WNBA_202108250NYL,2021-08-25,2021,1,WNBA,PHO,NYL,,2.0,13.0,,0.833,6.0,5.0,,,,,32.9,2.0,37.0,10.0,15.0,1.0,2.0
WNBA_202108270NYL,2021-08-27,2021,1,WNBA,PHO,NYL,,1.0,7.0,,0.667,9.0,6.0,2.0,,3.0,,34.583333333333336,,15.0,12.0,7.0,1.0,1.0
WNBA_202108310PHO,2021-08-31,2021,1,WNBA,CHI,PHO,2.0,1.0,3.0,,0.5,6.0,3.0,2.0,,,,30.716666666666665,4.0,14.0,6.0,7.0,1.0,1.0
WNBA_202109040IND,2021-09-04,2021,1,WNBA,PHO,IND,2.0,1.0,7.0,,0.8,5.0,4.0,4.0,,1.0,,28.383333333333333,4.0,23.0,8.0,11.0,2.0,1.0
WNBA_202109060IND,2021-09-06,2021,1,WNBA,PHO,IND,3.0,,2.0,,0.571,7.0,4.0,2.0,,,,33.21666666666667,5.0,6.0,8.0,7.0,,
WNBA_202109080ATL,2021-09-08,2021,1,WNBA,PHO,ATL,3.0,1.0,13.0,,0.364,11.0,4.0,2.0,,,,35.55,2.0,2.0,8.0,15.0,1.0,2.0
WNBA_202109110PHO,2021-09-11,2021,1,WNBA,CON,PHO,2.0,1.0,6.0,,0.667,6.0,4.0,5.0,1.0,2.0,2.0,34.68333333333333,3.0,,10.0,9.0,,2.0
WNBA_202109170SEA,2021-09-17,2021,1,WNBA,PHO,SEA,3.0,,3.0,,0.5,6.0,3.0,1.0,0.5,2.0,1.0,29.85,5.0,-11.0,7.0,8.0,1.0,2.0
WNBA_202109190PHO,2021-09-19,2021,1,WNBA,LVA,PHO,1.0,,7.0,,0.25,4.0,1.0,2.0,,,,30.75,1.0,-8.0,2.0,8.0,1.0,2.0
WNBA_202109230PHO,2021-09-23,2021,1,WNBA,NYL,PHO,5.0,1.0,7.0,,0.375,8.0,3.0,1.0,0.667,9.0,6.0,36.333333333333336,2.0,7.0,12.0,9.0,,1.0
