game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_CFL_2024_W6_OTT,2024-07-14,2024,6,CFL,OTT,EDM,1.0,153.0,4.0,,
SYNTHETIC_CFL_2024_W7_OTT,2024-07-19,2024,7,CFL,EDM,OTT,0.0,56.0,5.0,,
SYNTHETIC_CFL_2024_W8_OTT,2024-07-26,2024,8,CFL,CGY,OTT,0.0,80.0,7.0,,
SYNTHETIC_CFL_2024_W10_OTT,2024-08-08,2024,10,CFL,SSK,OTT,0.0,26.0,2.0,,
SYNTHETIC_CFL_2024_W17_OTT,2024-09-28,2024,17,CFL,OTT,SSK,1.0,45.0,6.0,,
SYNTHETIC_CFL_2024_W19_OTT,2024-10-14,2024,19,CFL,OTT,MTL,0.0,74.0,8.0,0.0,5.0
SYNTHETIC_CFL_2024_W20_OTT,2024-10-19,2024,20,CFL,OTT,TOR,0.0,114.0,7.0,,
SYNTHETIC_CFL_2024_W21_OTT,2024-10-25,2024,21,CFL,HAM,OTT,1.0,167.0,6.0,0.0,2.0
SYNTHETIC_CFL_2025_W1_OTT,2025-06-05,2025,1,CFL,OTT,SSK,0.0,6.0,1.0,,
SYNTHETIC_CFL_2025_W2_OTT,2025-06-13,2025,2,CFL,MTL,OTT,0.0,42.0,4.0,,
SYNTHETIC_CFL_2025_W3_OTT,2025-06-21,2025,3,CFL,OTT,CGY,0.0,31.0,2.0,,
SYNTHETIC_CFL_2025_W4_OTT,2025-06-29,2025,4,CFL,TOR,OTT,0.0,56.0,5.0,0.0,1.0
SYNTHETIC_CFL_2025_W5_OTT,2025-07-06,2025,5,CFL,OTT,EDM,0.0,68.0,6.0,,
SYNTHETIC_CFL_2025_W6_OTT,2025-07-12,2025,6,CFL,OTT,HAM,0.0,6.0,4.0,,
SYNTHETIC_CFL_2025_W7_OTT,2025-07-20,2025,7,CFL,HAM,OTT,0.0,56.0,5.0,,
SYNTHETIC_CFL_2025_W9_OTT,2025-07-31,2025,9,CFL,CGY,OTT,0.0,2.0,2.0,,
SYNTHETIC_CFL_2025_W10_OTT,2025-08-09,2025,10,CFL,OTT,TOR,0.0,62.0,3.0,,
SYNTHETIC_CFL_2025_W11_OTT,2025-08-14,2025,11,CFL,OTT,WPG,0.0,39.0,4.0,,
SYNTHETIC_CFL_2025_W12_OTT,2025-08-22,2025,12,CFL,EDM,OTT,0.0,18.0,3.0,,
SYNTHETIC_CFL_2025_W14_OTT,2025-09-05,2025,14,CFL,BC,OTT,0.0,95.0,7.0,,
SYNTHETIC_CFL_2025_W15_OTT,2025-09-12,2025,15,CFL,OTT,BC,0.0,11.0,1.0,,
SYNTHETIC_CFL_2025_W16_OTT,2025-09-20,2025,16,CFL,WPG,OTT,1.0,33.0,3.0,,
SYNTHETIC_CFL_2025_W18_OTT,2025-10-03,2025,18,CFL,SSK,OTT,0.0,51.0,4.0,,
SYNTHETIC_CFL_2025_W19_OTT,2025-10-13,2025,19,CFL,OTT,MTL,0.0,47.0,7.0,,
SYNTHETIC_CFL_2025_W20_OTT,2025-10-18,2025,20,CFL,MTL,OTT,0.0,39.0,4.0,0.0,11.0
SYNTHETIC_CFL_2025_W21_OTT,2025-10-24,2025,21,CFL,OTT,HAM,0.0,60.0,3.0,,
