game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2024-11-07-1456860,2024-11-07,2024,1,T20I,Mongolia,China,10.0,1.0,0.0,2.0,5.0,0.0,,,,,,,,1.0
cricket-t20i-2024-11-10-1456864,2024-11-10,2024,1,T20I,Mongolia,Myanmar,8.0,0.0,0.0,1.0,4.0,0.0,,,,,,,,1.0
cricket-t20i-2025-06-05-1485409,2025-06-05,2025,1,T20I,Mongolia,China,5.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0
cricket-t20i-2025-06-06-1485411,2025-06-06,2025,1,T20I,Philippines,Mongolia,8.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,9.0,0.0,0.0,1.0,1.0
cricket-t20i-2025-06-07-1485413,2025-06-07,2025,1,T20I,Mongolia,Hong Kong,24.0,0.0,0.0,1.0,6.0,0.0,,,,,,,,1.0
cricket-t20i-2025-06-08-1489041,2025-06-08,2025,1,T20I,Mongolia,Philippines,47.0,1.0,0.0,1.0,19.0,0.0,6.0,0.0,1.0,9.0,0.0,0.0,,1.0
