game_id,date,season,week,league,away,home,rushing_tds,rushing_yards
STORM-LIGHTNING-0330,0330,,3,,STORM,LIGHTNING,0.0,2.0
OREGON-BILLINGS-0601,0601,,12,,OREGON,BILLINGS,0.0,7.0
