game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2019_SEASON_TOTAL,,2019,1,NLL,,,22.0,,,11.0,16.0,,4.0,,38.0,,,,,
NLL_2021_SEASON_TOTAL,,2021,1,NLL,,,46.0,,,17.0,26.0,,8.0,,72.0,,,,,
NLL_2022_SEASON_TOTAL,,2022,1,NLL,,,52.0,,,18.0,32.0,,14.0,,84.0,11.0,8.0,1.0,,
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,64.0,,,18.0,40.0,,10.0,,104.0,22.0,6.0,,,
703344673,2025-12-05,2025,1,NLL,OSHAWA,HALIFAX,5.0,5.0,5.0,,1.0,5.0,,5.0,,,,,5.0,5.0
