game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-uslc-2017-2vQ14GKqrA,,2017,1,USLC,,,0.0,-0.5846,19.0359,1.4743,0.0,-0.4696,0.0,4.0,849.0,0.9128,516.0,10.3345,2.0028,0.0,6.0,0.0,0.5846,0.4696,-0.4696,1.0542,0.8928,0.2845
soccer-mls-2018-Z2vQ1xlqrA,,2018,1,MLS,,,0.0,0.0,15.6721,-1.9147,1.0,0.6199,1.0,0.0,344.0,0.9173,133.0,4.9504,3.7221,0.3641,5.0,2.0,0.0,0.3801,0.3638,0.3801,0.8801,0.1687
soccer-uslc-2018-2vQ14GKqrA,,2018,1,USLC,,,0.0,-0.5725,21.8946,2.2128,4.0,3.3213,4.0,11.0,2093.0,0.8881,1242.0,7.9507,0.6402,1.2726,16.0,9.0,0.5725,0.6787,1.2894,1.2512,0.8817,0.3603
soccer-uslc-2019-2vQ14GKqrA,,2019,1,USLC,,,2.0,0.9717,21.8429,1.2729,1.0,-1.3053,3.0,23.0,2098.0,0.8789,991.0,2.7584,0.2783,0.0008,30.0,12.0,1.0283,2.3053,-0.3824,3.3336,0.8761,1.7799
soccer-uslc-2020-2vQ14GKqrA,,2020,1,USLC,,,0.0,0.0,19.9822,0.1294,0.0,-0.0517,0.0,0.0,23.0,0.8,10.0,-0.5115,-5.1149,0.0,1.0,1.0,0.0,0.0517,0.0737,0.0517,0.8511,0.0661
soccer-uslc-2021-ljqEJ7OQx0,,2021,1,USLC,,,1.0,0.2745,17.6111,-0.3652,3.0,1.2772,4.0,9.0,1040.0,0.8014,277.0,-5.6414,-2.0366,1.5494,24.0,7.0,0.7255,1.7228,0.7423,2.4484,0.8218,1.1212
soccer-mlsnp-2022-eVq3Z0D5WO,,2022,1,MLSNP,,,5.0,2.7282,17.2133,2.4008,5.0,1.3357,10.0,27.0,1851.0,0.7346,486.0,2.3921,0.4922,1.7233,44.0,16.0,2.2718,3.6643,0.7095,5.9361,0.7296,2.0649
soccer-mlsnp-2023-eVq3Z0D5WO,,2023,1,MLSNP,,,5.0,2.0535,16.9258,2.2294,5.0,2.4723,10.0,21.0,1794.0,0.7221,493.0,-13.4777,-2.7338,2.2736,27.0,11.0,2.9465,2.5277,0.6943,5.4741,0.7494,1.1809
soccer-mlsnp-2024-eVq3Z0D5WO,,2024,1,MLSNP,,,0.0,-1.8655,17.8178,5.7285,3.0,1.2748,3.0,15.0,1219.0,0.7088,340.0,7.3149,2.1514,0.9793,23.0,10.0,1.8655,1.7252,1.6301,3.5906,0.6873,1.1616
soccer-mlsnp-2025-eVq3Z0D5WO,,2025,1,MLSNP,,,2.0,-2.9909,21.4663,1.8961,1.0,-1.8766,3.0,44.0,1933.0,0.7797,758.0,22.5991,2.9814,0.0125,35.0,16.0,4.9909,2.8766,-1.066,7.8676,0.7499,1.409
soccer-uslc-2026-gpMOG02Mzy,,2026,1,USLC,,,0.0,-0.0809,21.4781,0.8971,0.0,-0.1549,0.0,2.0,298.0,0.8389,149.0,-0.4186,-0.281,0.0,2.0,1.0,0.0809,0.1549,-0.0068,0.2358,0.8417,0.1303
