game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-t20i-2025-09-13-1500866,2025-09-13,2025,1,T20I,Austria,Switzerland,6.0,0.0,2.0,16.0,0.0,3.0,,1.0
cricket-t20i-2025-10-09-1506181,2025-10-09,2025,1,T20I,Romania,Austria,,,,,,,1.0,1.0
