game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,4.0,1.0,,3.0,,3.0,7.0,5.0
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,1.0,1.0,12.0,2.0,8.0,3.0,23.0,1.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,7.0,1.0,4.0,3.0,31.0,6.0,60.0,5.0
