game_id,date,season,week,league,away,home,1pt_conversion,conversions,receiving_yards,receptions,rushing_tds,rushing_yards
FOOTBALL_XFL_2023_4_9_DC@SEA,2023-04-09,2023,8,XFL,DC,SEA,,,6.0,2.0,1.0,23.0
FOOTBALL_XFL_2023_4_16_SEA@STL,2023-04-16,2023,9,XFL,SEA,STL,,,2.0,1.0,,17.0
SYNTHETIC_XFL_2023_W9_SEADRAGONS,,2023,9,XFL,,,1.0,1.0,,,,
FOOTBALL_XFL_2023_4_23_VGS@SEA,2023-04-23,2023,10,XFL,VGS,SEA,,,,,,30.0
