game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_2024_W1_CGY,,2024,1,CFL,,,0.0,10.0,1.0
SYNTHETIC_CFL_2024_W2_CGY,,2024,2,CFL,,,0.0,10.0,1.0
SYNTHETIC_CFL_2024_W6_CGY,,2024,6,CFL,,,0.0,32.0,2.0
SYNTHETIC_CFL_2024_W7_CGY,,2024,7,CFL,,,0.0,34.0,2.0
SYNTHETIC_CFL_2024_W8_CGY,,2024,8,CFL,,,0.0,4.0,1.0
SYNTHETIC_CFL_2024_W9_CGY,,2024,9,CFL,,,0.0,23.0,4.0
SYNTHETIC_CFL_2024_W10_CGY,,2024,10,CFL,,,0.0,13.0,2.0
SYNTHETIC_CFL_2024_W11_CGY,,2024,11,CFL,,,0.0,4.0,1.0
SYNTHETIC_CFL_2024_W14_CGY,,2024,14,CFL,,,0.0,15.0,3.0
SYNTHETIC_CFL_2024_W18_CGY,,2024,18,CFL,,,0.0,4.0,1.0
SYNTHETIC_CFL_2024_W19_CGY,,2024,19,CFL,,,0.0,7.0,2.0
