game_id,date,season,week,league,away,home,blocks,def_rebounds,fg3a,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202306220CHI,2023-06-22,2023,1,WNBA,WAS,CHI,,,,0.25,4.0,1.0,1.0,,,,6.483333333333333,,5.0,2.0,,,
WNBA_202306250NYL,2023-06-25,2023,1,WNBA,WAS,NYL,,,1.0,,1.0,,2.0,,,,5.733333333333333,,-3.0,,,,
WNBA_202306280WAS,2023-06-28,2023,1,WNBA,ATL,WAS,1.0,1.0,1.0,0.5,2.0,1.0,1.0,,,,9.933333333333334,1.0,7.0,2.0,2.0,,1.0
WNBA_202306300ATL,2023-06-30,2023,1,WNBA,WAS,ATL,,2.0,,1.0,1.0,1.0,,,,,3.183333333333333,,6.0,2.0,2.0,,
WNBA_202307020DAL,2023-07-02,2023,1,WNBA,WAS,DAL,1.0,,,0.5,2.0,1.0,,1.0,1.0,1.0,1.7666666666666666,,,3.0,,,
WNBA_202307210WAS,2023-07-21,2023,1,WNBA,NYL,WAS,,,,,,,,,,,0.45,,1.0,,,,
WNBA_202307230WAS,2023-07-23,2023,1,WNBA,PHO,WAS,,,1.0,,1.0,,,1.0,2.0,2.0,1.45,,-1.0,2.0,,1.0,
WNBA_202307260MIN,2023-07-26,2023,1,WNBA,WAS,MIN,,,1.0,,1.0,,1.0,,,,2.3833333333333333,,3.0,,,,
WNBA_202307280DAL,2023-07-28,2023,1,WNBA,WAS,DAL,,,,1.0,1.0,1.0,,,,,5.116666666666666,,1.0,2.0,,,
