game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-bbl-2016-12-31-1023601,2016-12-31,2016,1,BBL,Adelaide Strikers,Sydney Sixers,7.0,0.0,0.0,8.0,2.0,0.0,12.0,0.0,0.0,17.0,0.0,0.0,,1.0
cricket-bbl-2017-01-06-1023615,2017-01-06,2017,1,BBL,Adelaide Strikers,Hobart Hurricanes,,,,,,,18.0,0.0,0.0,23.0,0.0,0.0,1.0,1.0
cricket-bbl-2020-01-02-1195592,2020-01-02,2020,1,BBL,Melbourne Renegades,Sydney Sixers,,,,,,,18.0,0.0,0.0,22.0,2.0,0.0,,1.0
cricket-bbl-2020-01-04-1195594,2020-01-04,2020,1,BBL,Melbourne Stars,Melbourne Renegades,4.0,0.0,0.0,9.0,3.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0,,1.0
cricket-bbl-2023-01-09-1324658,2023-01-09,2023,1,BBL,Melbourne Stars,Hobart Hurricanes,1.0,0.0,1.0,9.0,0.0,0.0,24.0,0.0,0.0,28.0,0.0,0.0,,1.0
cricket-bbl-2023-01-15-1324665,2023-01-15,2023,1,BBL,Sydney Thunder,Hobart Hurricanes,,,,,,,18.0,0.0,0.0,26.0,0.0,1.0,,1.0
cricket-bbl-2023-01-18-1324669,2023-01-18,2023,1,BBL,Hobart Hurricanes,Perth Scorchers,21.0,3.0,0.0,8.0,27.0,1.0,18.0,0.0,0.0,32.0,0.0,0.0,,1.0
cricket-bbl-2024-12-28-1443070,2024-12-28,2024,1,BBL,Sydney Thunder,Melbourne Stars,5.0,0.0,1.0,9.0,3.0,0.0,24.0,0.0,0.0,32.0,1.0,0.0,,1.0
cricket-bbl-2024-12-30-1443072,2024-12-30,2024,1,BBL,Sydney Thunder,Melbourne Renegades,,,,,,,24.0,0.0,0.0,34.0,1.0,0.0,,1.0
cricket-bbl-2025-01-03-1443078,2025-01-03,2025,1,BBL,Perth Scorchers,Sydney Thunder,,,,,,,24.0,0.0,0.0,26.0,1.0,1.0,,1.0
cricket-bbl-2025-01-06-1443081,2025-01-06,2025,1,BBL,Sydney Thunder,Brisbane Heat,6.0,1.0,0.0,9.0,13.0,1.0,18.0,0.0,0.0,23.0,1.0,1.0,,1.0
cricket-bbl-2025-01-10-1443085,2025-01-10,2025,1,BBL,Sydney Thunder,Hobart Hurricanes,,,,,,,24.0,0.0,0.0,17.0,1.0,0.0,,1.0
cricket-bbl-2025-01-13-1443089,2025-01-13,2025,1,BBL,Sydney Thunder,Perth Scorchers,13.0,3.0,1.0,9.0,37.0,3.0,18.0,0.0,0.0,20.0,1.0,0.0,,1.0
cricket-bbl-2025-01-22-1443098,2025-01-22,2025,1,BBL,Sydney Thunder,Melbourne Stars,8.0,1.0,1.0,9.0,13.0,1.0,18.0,0.0,0.0,20.0,2.0,0.0,1.0,1.0
cricket-bbl-2025-01-24-1443099,2025-01-24,2025,1,BBL,Sydney Sixers,Sydney Thunder,,,,,,,12.0,0.0,0.0,15.0,2.0,0.0,,1.0
cricket-bbl-2025-01-27-1443100,2025-01-27,2025,1,BBL,Sydney Thunder,Hobart Hurricanes,,,,,,,18.0,0.0,0.0,30.0,1.0,1.0,,1.0
cricket-bbl-2026-01-03-1493258,2026-01-03,2026,1,BBL,Sydney Thunder,Hobart Hurricanes,,,,,,,12.0,0.0,0.0,20.0,0.0,0.0,1.0,1.0
cricket-bbl-2026-01-12-1493270,2026-01-12,2026,1,BBL,Melbourne Renegades,Sydney Thunder,,,,,,,18.0,1.0,0.0,31.0,0.0,0.0,1.0,1.0
