game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452441,,,1,,,,6.0,3.0,0.0,1.0,1.0,2.0,1.0
2559385,,,1,,,,4.0,2.0,0.0,0.0,1.0,7.0,0.0
2660095,,,1,,,,8.0,1.0,0.0,0.0,2.0,15.0,0.0
2457580,,,2,,,,6.0,3.0,0.0,0.0,1.0,5.0,0.0
2559389,,,2,,,,8.0,1.0,1.0,0.0,0.0,7.0,1.0
2463131,,,3,,,,4.0,1.0,1.0,1.0,1.0,8.0,0.0
2559395,,,3,,,,10.0,4.0,1.0,0.0,0.0,12.0,0.0
2463413,,,4,,,,10.0,1.0,0.0,0.0,0.0,5.0,0.0
2559401,,,4,,,,8.0,2.0,0.0,2.0,3.0,11.0,0.0
2463421,,,5,,,,6.0,3.0,0.0,0.0,1.0,7.0,1.0
2559410,,,5,,,,8.0,2.0,0.0,1.0,0.0,7.0,0.0
2559417,,,6,,,,4.0,2.0,0.0,2.0,2.0,2.0,0.0
