game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,match_played
cricket-t20i-2025-06-21-1486786,2025-06-21,2025,1,T20I,Hungary,Slovenia,18.0,2.0,1.0,11.0,15.0,0.0,1.0
cricket-t20i-2025-06-21-1486787,2025-06-21,2025,1,T20I,Hungary,Slovenia,1.0,0.0,1.0,10.0,1.0,0.0,1.0
