game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2019_SEASON_TOTAL,,2019,1,NLL,,,26.0,,,11.0,29.0,,7.0,,55.0,,,,,
NLL_2021_SEASON_TOTAL,,2021,1,NLL,,,62.0,,,18.0,37.0,,12.0,,99.0,,,,,
NLL_2022_SEASON_TOTAL,,2022,1,NLL,,,50.0,,,15.0,43.0,,12.0,,93.0,9.0,7.0,4.0,,
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,82.0,,,18.0,53.0,,14.0,,135.0,22.0,6.0,1.0,,
703331825,2025-10-29,2025,1,NLL,GEORGIA,BUFFALO,4.0,4.0,4.0,,2.0,4.0,,4.0,,,,,4.0,4.0
