game_id,date,season,week,league,away,home,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_yds,rush_att,rush_lg,rush_yds
FOOTBALL_CFL_2019_11_2_EDM@SSK,2019-11-02,2019,1,CFL,EDM,SSK,28.0,23.0,,29.0,9.0,2.0,213.0,2.0,3.0,5.0
FOOTBALL_CFL_2019_6_13_SSK@HAM,2019-06-13,2019,1,CFL,SSK,HAM,14.0,8.0,2.0,37.0,6.0,1.0,128.0,,,
FOOTBALL_CFL_2019_7_6_CGY@SSK,2019-07-06,2019,1,CFL,CGY,SSK,13.0,9.0,1.0,12.0,1.0,1.0,72.0,,,
FOOTBALL_CFL_2019_9_7_SSK@WPG,2019-09-07,2019,1,CFL,SSK,WPG,6.0,4.0,,30.0,9.0,1.0,54.0,,,
FOOTBALL_CFL_2021_11_20_SSK@HAM,2021-11-20,2021,1,CFL,SSK,HAM,23.0,16.0,2.0,19.0,31.0,4.0,150.0,,,
FOOTBALL_CFL_2021_9_11_SSK@WPG,2021-09-11,2021,1,CFL,SSK,WPG,13.0,10.0,,18.0,28.0,2.0,89.0,3.0,8.0,14.0
