game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2019_SEASON_TOTAL,,2019,1,NLL,,,20.0,,,10.0,11.0,,,,31.0,,,,,
NLL_2021_SEASON_TOTAL,,2021,1,NLL,,,45.0,,,18.0,34.0,,2.0,,79.0,,,,,
NLL_2022_SEASON_TOTAL,,2022,1,NLL,,,47.0,,,18.0,35.0,,7.0,,82.0,9.0,5.0,1.0,,
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,32.0,,,15.0,22.0,,6.0,,54.0,7.0,1.0,,,
703329312,2025-10-28,2025,1,NLL,TORONTO,OSHAWA,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0
