game_id,date,season,week,league,away,home,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,forced_fumbles,fumble_recoveries,interceptions,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
FOOTBALL_AF1_2026_5_17_T584761G1168220@T584747,2026-05-17,2026,6,AF1,Beaumont Renegades,Kentucky Barrels,0.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,21.0,40.0,13.0,0.0,102.0,2.0,7.0,269.0,0.0,2.0,4.0,0.0,5.0,0.0,2.0,11.0,0.0,2.0
FOOTBALL_AF1_2026_5_24_T584747G1168383@T612138,2026-05-25,2026,7,AF1,Kentucky Barrels,Oceanside Bombers,,594.0,,,,,,,,0.0,32.0,19.0,0.0,15.0,0.0,127.0,0.0,5.0,278.0,0.0,6.0,0.0,0.0,4.0,0.0,4.0,22.0,,
