game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-05-COL-SD,2023-05-05,2023,2,,COL,SD,,,18.0,15.0,1.0,,17.0,2.0,155.0,27.0
2023-05-13-POR-SD,2023-05-13,2023,3,,POR,SD,,,10.0,7.0,3.0,3.0,7.0,,99.0,53.0
2023-05-19-SD-HTX,2023-05-19,2023,4,,SD,HTX,2.0,1.0,21.0,13.0,5.0,1.0,16.0,,317.0,15.0
2023-05-20-SD-ATX,2023-05-20,2023,4,,SD,ATX,,,,,,,,3.0,,
2023-06-03-LA-SD,2023-06-03,2023,6,,LA,SD,,,17.0,11.0,5.0,1.0,12.0,1.0,198.0,59.0
2023-07-14-SD-POR,2023-07-14,2023,12,,SD,POR,,,13.0,8.0,5.0,,8.0,0.0,172.0,19.0
2023-07-15-SD-SEA,2023-07-15,2023,12,,SD,SEA,,,,,,1.0,,,,
2023-07-22-OAK-SD,2023-07-22,2023,13,,OAK,SD,,,2.0,,2.0,,,,59.0,
