game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,throwAttempts,yardsReceived,yardsThrown
2023-06-17-DAL-ATL,2023-06-17,2023,8,,DAL,ATL,1.0,1.0,3.0,2.0,1.0,2.0,50.0,19.0
2023-06-23-ATL-HTX,2023-06-23,2023,9,,ATL,HTX,1.0,2.0,3.0,4.0,1.0,4.0,57.0,12.0
2023-07-22-CAR-ATL,2023-07-22,2023,13,,CAR,ATL,,,1.0,,1.0,,31.0,
