game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2024-06-14-1438091,2024-06-14,2024,1,T20I,Croatia,Czech Republic,,,,,,,6.0,0.0,2.0,13.0,0.0,8.0,1.0,1.0
cricket-t20i-2024-06-16-1438094,2024-06-16,2024,1,T20I,Croatia,Gibraltar,3.0,0.0,0.0,9.0,1.0,0.0,,,,,,,,1.0
