game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,match_played
cricket-odi-2002-06-27-66283,2002-06-27,2002,1,ODI,England,Sri Lanka,18.0,3.0,0.0,2.0,20.0,0.0,,1.0
cricket-odi-2002-06-29-66284,2002-06-29,2002,1,ODI,England,India,42.0,2.0,0.0,2.0,31.0,0.0,,1.0
cricket-odi-2003-01-11-65635,2003-01-11,2003,1,ODI,Australia,England,102.0,6.0,0.0,2.0,85.0,0.0,,1.0
cricket-odi-2003-01-13-65636,2003-01-13,2003,1,ODI,Sri Lanka,England,62.0,5.0,0.0,2.0,42.0,0.0,2.0,1.0
cricket-odi-2003-01-17-65638,2003-01-17,2003,1,ODI,England,Sri Lanka,110.0,2.0,0.0,2.0,88.0,1.0,,1.0
cricket-odi-2003-01-19-65639,2003-01-19,2003,1,ODI,England,Australia,28.0,0.0,0.0,2.0,11.0,0.0,1.0,1.0
cricket-odi-2003-01-23-65641,2003-01-23,2003,1,ODI,England,Australia,16.0,0.0,0.0,2.0,5.0,0.0,,1.0
cricket-odi-2003-01-25-65642,2003-01-25,2003,1,ODI,Australia,England,22.0,0.0,0.0,2.0,5.0,0.0,,1.0
cricket-odi-2003-02-16-65246,2003-02-16,2003,1,ODI,Netherlands,England,58.0,8.0,0.0,2.0,51.0,0.0,1.0,1.0
cricket-odi-2003-02-19-65252,2003-02-19,2003,1,ODI,England,Namibia,12.0,1.0,0.0,2.0,6.0,0.0,,1.0
cricket-odi-2003-02-22-65255,2003-02-22,2003,1,ODI,England,Pakistan,28.0,0.0,0.0,2.0,15.0,1.0,2.0,1.0
cricket-odi-2003-02-26-65262,2003-02-26,2003,1,ODI,India,England,3.0,0.0,0.0,2.0,1.0,0.0,,1.0
cricket-odi-2003-03-02-65269,2003-03-02,2003,1,ODI,England,Australia,33.0,4.0,0.0,2.0,30.0,0.0,,1.0
