game_id,date,season,week,league,away,home,match_loss,match_played,match_win,team_points_against,team_points_for
curling-wcf-world-2026-828-1-2,2026-03-07,2026,1,WCF-WORLD,Norway,Sweden,1.0,1.0,0.0,6.0,2.0
curling-wcf-world-2026-828-11-3,2026-03-12,2026,1,WCF-WORLD,Norway,United States of America,0.0,1.0,1.0,4.0,7.0
curling-wcf-world-2026-828-12-2,2026-03-12,2026,1,WCF-WORLD,Norway,Great Britain,0.0,1.0,1.0,2.0,9.0
curling-wcf-world-2026-828-3-3,2026-03-08,2026,1,WCF-WORLD,Slovakia,Norway,1.0,1.0,0.0,6.0,4.0
curling-wcf-world-2026-828-7-2,2026-03-10,2026,1,WCF-WORLD,Korea,Norway,0.0,1.0,0.0,9.0,
curling-wcf-world-2026-828-8-2,2026-03-10,2026,1,WCF-WORLD,Italy,Norway,0.0,1.0,1.0,3.0,9.0
curling-wcf-world-2026-828-9-1,2026-03-11,2026,1,WCF-WORLD,Latvia,Norway,0.0,1.0,1.0,5.0,6.0
