game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,7.0,5.0,,15.0,,21.0,22.0,6.0
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,2.0,5.0,14.0,9.0,71.0,13.0,74.0,3.0
