game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-nasl-2017-4wM4lGgMjB,,2017,1,NASL,,,1.0,0.3352,18.7551,3.8255,0.0,-0.9647,1.0,8.0,1023.0,0.8808,520.0,14.3412,2.7579,0.0,9.0,1.0,0.6648,0.9647,-0.9468,1.6294,0.8532,0.5504
soccer-uslc-2018-315VWlvq9x,,2018,1,USLC,,,0.0,-0.4157,18.5596,1.927,1.0,-0.3493,1.0,8.0,2700.0,0.9018,1364.0,46.9251,3.4403,1.8222,17.0,3.0,0.4157,1.3493,0.1799,1.765,0.8674,1.5483
soccer-uslc-2019-315VWlvq9x,,2019,1,USLC,,,1.0,0.2764,19.9808,3.8129,1.0,0.4141,2.0,9.0,2504.0,0.8875,1156.0,32.2722,2.7917,0.0618,12.0,3.0,0.7236,0.5859,-0.2728,1.3096,0.8596,0.2807
soccer-uslc-2020-Oa5w0kDq14,,2020,1,USLC,,,0.0,-0.0844,22.5679,7.9038,0.0,-0.1445,0.0,2.0,1367.0,0.9001,771.0,25.4227,3.2974,0.0,3.0,1.0,0.0844,0.1445,-0.0979,0.2289,0.8672,0.0661
soccer-uslc-2021-9vQ2ZkaQK6,,2021,1,USLC,,,0.0,-0.4129,18.3596,3.3488,1.0,-0.1486,1.0,9.0,3075.0,0.8812,1624.0,29.4276,1.812,0.2252,17.0,4.0,0.4129,1.1486,-0.1376,1.5615,0.863,0.5272
soccer-uslc-2022-9vQ2ZkaQK6,,2022,1,USLC,,,0.0,-0.8911,19.0601,0.8696,0.0,-1.5988,0.0,12.0,2948.0,0.888,1429.0,21.2698,1.4884,0.0,18.0,5.0,0.8911,1.5988,-0.8164,2.4898,0.8731,1.0551
soccer-uslc-2023-9vQ2ZkaQK6,,2023,1,USLC,,,0.0,-0.3366,19.2842,0.3086,1.0,-0.0269,1.0,10.0,2647.0,0.8558,1269.0,-5.1812,-0.4083,0.1907,14.0,4.0,0.3366,1.0269,0.156,1.3635,0.8599,0.6727
soccer-uslc-2024-7VqGLwzQvW,,2024,1,USLC,,,0.0,-0.09,19.3841,2.3056,0.0,-0.2728,0.0,3.0,1999.0,0.8921,908.0,15.7654,1.7363,0.0,5.0,2.0,0.09,0.2728,-0.1486,0.3628,0.8747,0.1877
soccer-uslc-2025-9vQ2ZkaQK6,,2025,1,USLC,,,0.0,-0.3818,23.0382,8.9966,0.0,-0.203,0.0,3.0,2110.0,0.8217,819.0,10.6785,1.3039,0.0,5.0,1.0,0.3818,0.203,-0.0069,0.5847,0.8087,0.0813
soccer-uslc-2025-KAqBvpmqbg,,2025,1,USLC,,,0.0,-0.0977,22.5497,10.1349,0.0,-0.0821,0.0,1.0,470.0,0.8598,264.0,6.8429,2.592,0.0,1.0,0.0,0.0977,0.0821,-0.0821,0.1798,0.8339,0.0787
soccer-uslc-2026-KAqBvpmqbg,,2026,1,USLC,,,0.0,0.0,19.7418,7.8346,1.0,0.2242,1.0,0.0,799.0,0.829,345.0,4.0293,1.1679,0.6537,3.0,1.0,0.0,0.7758,-0.0409,0.7758,0.8173,0.4448
