game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,sh_goals,sog,to
NLL_2023_SEASON_TOTAL,,,1,,,,10.0,,,12.0,13.0,,4.0,,23.0,1.0,,
703329312,2025-10-28,2025,1,NLL,TORONTO,OSHAWA,2.0,2.0,2.0,,1.0,2.0,,2.0,,,2.0,2.0
703344673,2025-12-05,2025,1,NLL,OSHAWA,HALIFAX,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0
