game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,sog,to
NLL_2019_SEASON_TOTAL,,,1,,,,3.0,,,13.0,1.0,,11.0,,4.0,,
NLL_2021_SEASON_TOTAL,,,1,,,,3.0,,,17.0,2.0,,42.0,,5.0,,
NLL_2022_SEASON_TOTAL,,,1,,,,3.0,,,18.0,1.0,,36.0,,4.0,,
NLL_2023_SEASON_TOTAL,,,1,,,,6.0,,,17.0,1.0,,25.0,,7.0,,
703332113,2025-10-29,2025,1,NLL,COLORADO,VANCOUVER,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
