game_id,date,season,week,league,away,home,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_PHOENIX,,,2,AUDL,,,0.0,1.0,,,,0.0,1.0,,,,1.0,54.0,9.0
2022-06-17-TOR-PHI,2022-06-17,2022,4,,TOR,PHI,0.0,3.0,,,,0.0,1.0,,,,1.0,33.0,60.0
2022-07-02-DC-PHI,2022-07-02,2022,6,,DC,PHI,0.0,1.0,,,,0.0,0.0,,,,0.0,5.0,28.0
2022-07-08-PHI-DC,2022-07-08,2022,7,AUDL,phoenix,breeze,0.0,0.0,,,,1.0,0.0,,,,1.0,17.0,71.0
2022-07-16-PHI-TOR,2022-07-16,2022,8,AUDL,phoenix,rush,0.0,1.0,,,,0.0,1.0,,,,0.0,11.0,22.0
2022-07-22-NY-PHI,2022-07-22,2022,9,AUDL,empire,phoenix,0.0,0.0,,,,0.0,1.0,,,,1.0,36.0,21.0
2022-07-30-OTT-PHI,2022-07-30,2022,10,AUDL,outlaws,phoenix,0.0,0.0,,,,0.0,1.0,,,,1.0,0.0,4.0
2023-04-29-PHI-NY,2023-04-29,2023,1,AUDL,PHILADELPHIA PHOENIX,NEW YORK EMPIRE,,,,6.0,5.0,,,,,6.0,1.0,35.0,19.0
2023-05-07-PHI-DC,2023-05-07,2023,2,AUDL,PHILADELPHIA PHOENIX,DC BREEZE,,,,3.0,2.0,,1.0,,,2.0,,24.0,-13.0
2023-05-13-PHI-BOS,2023-05-13,2023,3,AUDL,PHILADELPHIA PHOENIX,BOSTON GLORY,,,,5.0,5.0,,1.0,,,5.0,,-11.0,25.0
2023-05-27-PHI-PIT,2023-05-27,2023,5,AUDL,PHILADELPHIA PHOENIX,PITTSBURGH THUNDERBIRDS,,,,8.0,7.0,,2.0,,1.0,7.0,,61.0,69.0
2023-06-03-CAR-PHI,2023-06-03,2023,6,AUDL,CAROLINA FLYERS,PHILADELPHIA PHOENIX,,,,6.0,4.0,,1.0,,,4.0,,46.0,19.0
2023-06-10-PHI-TOR,2023-06-10,2023,7,AUDL,PHILADELPHIA PHOENIX,TORONTO RUSH,1.0,1.0,1.0,4.0,5.0,,1.0,,,5.0,,-6.0,39.0
2023-06-17-MTL-PHI,2023-06-17,2023,8,AUDL,MONTREAL ROYAL,PHILADELPHIA PHOENIX,,,,2.0,2.0,,1.0,,,2.0,,7.0,-2.0
2023-07-02-PHI-MTL,2023-07-02,2023,10,AUDL,PHILADELPHIA PHOENIX,MONTREAL ROYAL,1.0,,,12.0,10.0,,2.0,,,10.0,,61.0,21.0
2023-07-07-BOS-PHI,2023-07-07,2023,11,AUDL,BOSTON GLORY,PHILADELPHIA PHOENIX,,,,6.0,5.0,,1.0,,,5.0,,41.0,23.0
2023-07-15-DC-PHI,2023-07-15,2023,12,AUDL,DC BREEZE,PHILADELPHIA PHOENIX,,,,1.0,1.0,,,1.0,,1.0,,6.0,12.0
2023-07-22-TOR-PHI,2023-07-22,2023,13,AUDL,TORONTO RUSH,PHILADELPHIA PHOENIX,1.0,,,1.0,1.0,,,,,1.0,,-11.0,26.0
2024-05-05-DC-PHI,2024-05-05,2024,2,UFA,breeze,phoenix,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0
