game_id,date,season,week,league,away,home,blocks,catches,completions,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-20-PIT-MIN,2023-05-20,2023,4,,PIT,MIN,1.0,5.0,4.0,1.0,1.0,,,4.0,,54.0,36.0
2023-05-27-PHI-PIT,2023-05-27,2023,5,,PHI,PIT,,1.0,1.0,,,1.0,2.0,1.0,,7.0,50.0
2023-06-04-PIT-MAD,2023-06-04,2023,6,,PIT,MAD,,10.0,7.0,1.0,,,,9.0,2.0,134.0,54.0
2023-06-11-DET-PIT,2023-06-11,2023,7,,DET,PIT,,2.0,,,,,,2.0,2.0,28.0,
2023-06-17-PIT-TOR,2023-06-17,2023,8,,PIT,TOR,1.0,1.0,,1.0,,,,,,51.0,
2023-07-07-CHI-PIT,2023-07-07,2023,11,,CHI,PIT,0.0,1.0,1.0,0.0,0.0,,,1.0,0.0,9.0,17.0
