game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_UFL_2026_W6_DALLASRENEGADES,2026-05-02,2026,6,UFL,DALLAS RENEGADES,DC DEFENDERS,,,,0.0,23.0
SYNTHETIC_UFL_2026_W7_DALLASRENEGADES,2026-05-09,2026,7,UFL,DALLAS RENEGADES,BIRMINGHAM STALLIONS,0.0,0.0,0.0,0.0,32.0
