game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
60,2025-04-27,2025,5,UFL,RENEGADES,DEFENDERS,0.0,0.0,0.0
83,2025-05-25,2025,9,UFL,ROUGHNECKS,DEFENDERS,0.0,19.0,2.0
75,2025-05-30,2025,10,UFL,DEFENDERS,BATTLEHAWKS,0.0,7.0,2.0
88,2026-03-28,2026,1,UFL,DC DEFENDERS,ST. LOUIS BATTLEHAWKS,0.0,24.0,1.0
91,2026-04-03,2026,2,UFL,DC DEFENDERS,COLUMBUS AVIATORS,0.0,8.0,1.0
96,2026-04-11,2026,3,UFL,HOUSTON GAMBLERS,DC DEFENDERS,0.0,34.0,2.0
101,2026-04-18,2026,4,UFL,ST. LOUIS BATTLEHAWKS,DC DEFENDERS,0.0,5.0,1.0
109,2026-05-02,2026,6,UFL,DALLAS RENEGADES,DC DEFENDERS,1.0,18.0,2.0
112,2026-05-09,2026,7,UFL,LOUISVILLE KINGS,DC DEFENDERS,0.0,32.0,2.0
116,2026-05-16,2026,8,UFL,DC DEFENDERS,LOUISVILLE KINGS,0.0,0.0,0.0
119,2026-05-22,2026,9,UFL,DC DEFENDERS,ORLANDO STORM,0.0,22.0,2.0
