game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,match_played
cricket-t20i-2024-11-16-1459719,2024-11-16,2024,1,T20I,Costa Rica,Mexico,14.0,0.0,0.0,5.0,4.0,0.0,1.0
cricket-t20i-2024-11-17-1459720,2024-11-17,2024,1,T20I,Costa Rica,Mexico,4.0,0.0,0.0,5.0,0.0,0.0,1.0
