game_id,date,season,week,league,away,home,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,pr_fc,pr_long,pr_yards,punt_returns,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,targets
FOOTBALL_AAF_2019_2_16_SL@BIR,2019-02-16,2019,2,AAF,SL,BIR,,,,,,,,,,0.0,0.0,0.0,,,,3.0
FOOTBALL_AAF_2019_3_16_MEM@SL,2019-03-16,2019,6,AAF,MEM,SL,,,,,,1.0,,,,0.0,0.0,0.0,,,,1.0
FOOTBALL_AAF_2019_3_23_SL@SA,2019-03-23,2019,7,AAF,SL,SA,,,,,,1.0,,,,,,,,,,
FOOTBALL_AAF_2019_3_30_SD@SL,2019-03-30,2019,8,AAF,SD,SL,0.0,0.0,1.0,1.0,0.0,2.0,,,,0.0,9.0,1.0,1.0,0.0,-5.0,2.0
FOOTBALL_XFL_2020_2_8_LA@HOU,2020-02-08,2020,1,XFL,LA,HOU,,,,,,1.0,6.0,6.0,2.0,1.0,39.0,1.0,,,,1.0
FOOTBALL_XFL_2020_2_16_STL@HOU,2020-02-16,2020,2,XFL,STL,HOU,,,,,,,13.0,19.0,4.0,,,,,,,
FOOTBALL_XFL_2020_2_22_HOU@TB,2020-02-22,2020,3,XFL,HOU,TB,,,,,,,9.0,15.0,3.0,,41.0,2.0,,,,2.0
FOOTBALL_XFL_2020_3_1_HOU@DAL,2020-03-01,2020,4,XFL,HOU,DAL,,,,,,,7.0,7.0,2.0,,12.0,1.0,,,,1.0
FOOTBALL_XFL_2020_3_7_SEA@HOU,2020-03-07,2020,5,XFL,SEA,HOU,,,,,,,13.0,38.0,4.0,,95.0,6.0,,,,4.0
