game_id,date,season,week,league,away,home,def_ast,def_sack,def_solo,def_tot,def_ydsl,misc_forced,misc_tot
FOOTBALL_CFL_2016_7_1_BC@HAM,2016-07-01,2016,1,CFL,BC,HAM,,1.0,1.0,1.0,3.0,,
FOOTBALL_CFL_2016_8_13_SEA@KC,2016-08-13,2016,1,CFL,SEA,KC,,,3.0,3.0,,,
FOOTBALL_CFL_2016_8_18_MIN@SEA,2016-08-18,2016,1,CFL,MIN,SEA,4.0,,,4.0,,,
FOOTBALL_CFL_2016_8_25_DAL@SEA,2016-08-25,2016,1,CFL,DAL,SEA,2.0,,,2.0,,,
FOOTBALL_CFL_2016_9_1_SEA@OAK,2016-09-01,2016,1,CFL,SEA,OAK,3.0,,4.0,7.0,,1.0,1.0
