game_id,date,season,week,league,away,home,assists,def_rebounds,fg_pct,fga,fgm,fouls,minutes,plus_minus,points,rebounds,turnovers
WNBA_202406220MIN,2024-06-22,2024,1,WNBA,PHO,MIN,1.0,1.0,0.5,2.0,1.0,1.0,7.916666666666667,5.0,2.0,1.0,2.0
WNBA_202406280PHO,2024-06-28,2024,1,WNBA,LAS,PHO,,,,,,,2.066666666666667,-3.0,,,
