game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202205070NYL,2022-05-07,2022,1,WNBA,CON,NYL,2.0,,3.0,0.333,3.0,1.0,4.0,,,,17.883333333333333,,8.0,2.0,3.0,,3.0
WNBA_202205110CHI,2022-05-11,2022,1,WNBA,NYL,CHI,2.0,1.0,3.0,,2.0,,2.0,,,,17.633333333333333,2.0,-14.0,,5.0,,1.0
WNBA_202205130NYL,2022-05-13,2022,1,WNBA,IND,NYL,,1.0,3.0,,2.0,,1.0,,,,15.85,3.0,-13.0,,6.0,,
WNBA_202205150NYL,2022-05-15,2022,1,WNBA,DAL,NYL,,,,,,,,,,,0.8833333333333333,,,,,,
WNBA_202205170NYL,2022-05-17,2022,1,WNBA,CON,NYL,,,1.0,,,,1.0,,,,8.55,,-17.0,,1.0,,1.0
WNBA_202206010NYL,2022-06-01,2022,1,WNBA,IND,NYL,,,1.0,,2.0,,,,,,6.15,,-5.0,,1.0,,
WNBA_202206070NYL,2022-06-07,2022,1,WNBA,MIN,NYL,,,,,,,2.0,,,,6.15,2.0,-6.0,,2.0,,
WNBA_202206100IND,2022-06-10,2022,1,WNBA,NYL,IND,,,,1.0,1.0,1.0,1.0,,,,3.966666666666667,1.0,-3.0,2.0,1.0,,
WNBA_202206190NYL,2022-06-19,2022,1,WNBA,SEA,NYL,,,2.0,,,,,,,,3.2,1.0,-5.0,,3.0,,
WNBA_202206220CON,2022-06-22,2022,1,WNBA,NYL,CON,,,1.0,1.0,2.0,2.0,1.0,,,,7.633333333333333,,7.0,4.0,1.0,,
WNBA_202206240ATL,2022-06-24,2022,1,WNBA,NYL,ATL,,,,,,,,,,,0.36666666666666664,,,,,,
WNBA_202305200DAL,2023-05-20,2023,1,WNBA,ATL,DAL,,1.0,1.0,,,,,,,,4.5,,8.0,,1.0,,
WNBA_202305300ATL,2023-05-30,2023,1,WNBA,CHI,ATL,,,3.0,,1.0,,,,,,4.633333333333333,,-1.0,,3.0,,
WNBA_202306020ATL,2023-06-02,2023,1,WNBA,LVA,ATL,,,3.0,,,,4.0,,,,9.533333333333333,,5.0,,3.0,,1.0
WNBA_202405260ATL,2024-05-26,2024,1,WNBA,MIN,ATL,,,,,,,,,,,1.8166666666666667,,-3.0,,,,
WNBA_202405290WAS,2024-05-29,2024,1,WNBA,ATL,WAS,,,,,,,1.0,,,,0.5333333333333333,,-2.0,,,,
WNBA_202406020ATL,2024-06-02,2024,1,WNBA,CON,ATL,,,1.0,,,,,,,,2.35,,,,1.0,,
WNBA_202406060ATL,2024-06-06,2024,1,WNBA,NYL,ATL,2.0,1.0,2.0,0.5,2.0,1.0,3.0,1.0,2.0,2.0,10.933333333333334,,6.0,4.0,2.0,1.0,2.0
WNBA_202406080CHI,2024-06-08,2024,1,WNBA,ATL,CHI,,,1.0,,2.0,,1.0,,,,2.0166666666666666,1.0,-1.0,,2.0,,
WNBA_202406110ATL,2024-06-11,2024,1,WNBA,WAS,ATL,,,1.0,,,,1.0,,,,6.316666666666666,,-5.0,,1.0,1.0,
WNBA_202406160ATL,2024-06-16,2024,1,WNBA,LAS,ATL,1.0,,,,,,,,,,3.2333333333333334,1.0,2.0,,1.0,,
WNBA_202406190MIN,2024-06-19,2024,1,WNBA,ATL,MIN,2.0,1.0,1.0,0.5,2.0,1.0,1.0,,,,12.616666666666667,,2.0,2.0,1.0,,1.0
WNBA_202406210ATL,2024-06-21,2024,1,WNBA,IND,ATL,,,,,1.0,,,,,,7.783333333333333,1.0,-4.0,,1.0,,1.0
WNBA_202406230ATL,2024-06-23,2024,1,WNBA,NYL,ATL,,,,,,,,,,,3.3333333333333335,,-3.0,,,,
WNBA_202407050DAL,2024-07-05,2024,1,WNBA,ATL,DAL,,,,,,,1.0,,,,2.95,1.0,4.0,,1.0,,
WNBA_202407070CON,2024-07-07,2024,1,WNBA,ATL,CON,2.0,,3.0,0.667,3.0,2.0,3.0,,,,16.933333333333334,,,4.0,3.0,,1.0
WNBA_202407140SEA,2024-07-14,2024,1,WNBA,ATL,SEA,,,,,,,,,,,1.9166666666666665,,1.0,,,,
WNBA_202408180ATL,2024-08-18,2024,1,WNBA,CON,ATL,,,1.0,1.0,1.0,1.0,1.0,,1.0,,3.4166666666666665,,-5.0,2.0,1.0,,
WNBA_202408210ATL,2024-08-21,2024,1,WNBA,PHO,ATL,1.0,,,,3.0,,1.0,,,,8.616666666666667,6.0,4.0,,6.0,1.0,
WNBA_202408230ATL,2024-08-23,2024,1,WNBA,PHO,ATL,,,,1.0,1.0,1.0,,,,,5.916666666666667,1.0,-4.0,2.0,1.0,,
WNBA_202408260ATL,2024-08-26,2024,1,WNBA,IND,ATL,,,2.0,,1.0,,1.0,,,,5.716666666666667,,2.0,,2.0,,
WNBA_202408280SEA,2024-08-28,2024,1,WNBA,ATL,SEA,,,,,1.0,,,,,,3.066666666666667,,-9.0,,,,
WNBA_202408300LVA,2024-08-30,2024,1,WNBA,ATL,LVA,,,1.0,0.6,5.0,3.0,3.0,,,,26.966666666666665,2.0,-10.0,6.0,3.0,1.0,1.0
WNBA_202409010LAS,2024-09-01,2024,1,WNBA,ATL,LAS,1.0,,,,1.0,,2.0,,,,10.483333333333333,,-9.0,,,,2.0
WNBA_202409030PHO,2024-09-03,2024,1,WNBA,ATL,PHO,1.0,,,,,,,,,,1.6166666666666667,,4.0,,,,
WNBA_202409060ATL,2024-09-06,2024,1,WNBA,DAL,ATL,,,1.0,,1.0,,1.0,,,,12.533333333333333,2.0,5.0,,3.0,,1.0
WNBA_202409080IND,2024-09-08,2024,1,WNBA,ATL,IND,1.0,,,1.0,1.0,1.0,2.0,,,,16.533333333333335,1.0,-8.0,2.0,1.0,1.0,2.0
WNBA_202409100ATL,2024-09-10,2024,1,WNBA,MIN,ATL,2.0,,3.0,,2.0,,1.0,,,,14.316666666666666,,-14.0,,3.0,2.0,
WNBA_202409130ATL,2024-09-13,2024,1,WNBA,WAS,ATL,,,2.0,1.0,2.0,2.0,2.0,,,,12.6,2.0,-7.0,4.0,4.0,2.0,
WNBA_202409150WAS,2024-09-15,2024,1,WNBA,ATL,WAS,,,,,,,1.0,,,,4.15,,-3.0,,,,
WNBA_202409170ATL,2024-09-17,2024,1,WNBA,CHI,ATL,,,1.0,1.0,2.0,2.0,2.0,,,,6.2,,4.0,4.0,1.0,,
WNBA_202409190NYL,2024-09-19,2024,1,WNBA,ATL,NYL,2.0,,2.0,0.25,4.0,1.0,5.0,0.5,2.0,1.0,15.8,1.0,-3.0,3.0,3.0,,1.0
WNBA_202409220NYL,2024-09-22,2024,1,WNBA,ATL,NYL,,,4.0,0.5,2.0,1.0,2.0,,,,15.933333333333334,1.0,7.0,2.0,5.0,1.0,
WNBA_202409240NYL,2024-09-24,2024,1,WNBA,ATL,NYL,1.0,,,,,,1.0,,,,5.6,,,,,,
