game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_UNION,,,2,AUDL,,,1.0,0.0,,,0.0,3.0,,,,0.0,172.0,30.0
SYNTHETIC_AUDL_W3_UNION,,,3,AUDL,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-06-17-ATX-CHI,2022-06-17,2022,4,,ATX,CHI,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-06-25-CHI-IND,2022-06-25,2022,5,,CHI,IND,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-01-MIN-CHI,2022-07-01,2022,6,,MIN,CHI,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-09-IND-CHI,2022-07-09,2022,7,AUDL,alleycats,union,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-16-CHI-MIN,2022-07-16,2022,8,AUDL,union,windchill,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-23-CHI-PIT,2022-07-23,2022,9,AUDL,union,thunderbirds,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-29-CHI-MAD,2022-07-29,2022,10,AUDL,union,radicals,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-30-DET-CHI,2022-07-30,2022,10,AUDL,mechanix,union,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2023-05-13-IND-CHI,2023-05-13,2023,3,AUDL,INDIANAPOLIS ALLEYCATS,CHICAGO UNION,,,12.0,12.0,,2.0,1.0,,12.0,,116.0,42.0
2023-05-27-CHI-MAD,2023-05-27,2023,5,AUDL,CHICAGO UNION,MADISON RADICALS,1.0,1.0,5.0,4.0,,,1.0,,4.0,,58.0,-1.0
2023-05-28-MIN-CHI,2023-05-28,2023,5,AUDL,MINNESOTA WIND CHILL,CHICAGO UNION,,,,,,1.0,,,,,,
2023-06-03-CHI-MIN,2023-06-03,2023,6,AUDL,CHICAGO UNION,MINNESOTA WIND CHILL,,1.0,4.0,4.0,,1.0,1.0,,4.0,,61.0,-9.0
2023-06-10-CHI-IND,2023-06-10,2023,7,AUDL,CHICAGO UNION,INDIANAPOLIS ALLEYCATS,1.0,1.0,13.0,9.0,1.0,3.0,1.0,1.0,10.0,1.0,145.0,41.0
2023-06-17-POR-CHI,2023-06-17,2023,8,AUDL,PORTLAND NITRO,CHICAGO UNION,1.0,1.0,16.0,11.0,2.0,3.0,,,13.0,2.0,225.0,-8.0
2023-06-23-DET-CHI,2023-06-23,2023,9,AUDL,DETROIT MECHANIX,CHICAGO UNION,1.0,,8.0,10.0,,,,,10.0,,47.0,40.0
2023-07-07-CHI-PIT,2023-07-07,2023,11,AUDL,CHICAGO UNION,PITTSBURGH THUNDERBIRDS,,,5.0,4.0,,2.0,,,4.0,,72.0,4.0
2023-07-08-PIT-CHI,2023-07-08,2023,11,AUDL,PITTSBURGH THUNDERBIRDS,CHICAGO UNION,,1.0,,,,,1.0,,,,,
2023-07-21-MAD-CHI,2023-07-21,2023,13,AUDL,MADISON RADICALS,CHICAGO UNION,,1.0,18.0,15.0,,3.0,1.0,,15.0,,208.0,16.0
2024-05-04-CHI-DET,2024-05-04,2024,2,UFA,union,mechanix,1.0,3.0,,,0.0,2.0,,,,1.0,118.0,119.0
2024-05-11-MIN-CHI,2024-05-11,2024,3,UFA,windchill,union,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2024-05-24-CHI-HTX,2024-05-24,2024,5,UFA,union,havoc,0.0,0.0,,,0.0,0.0,,,,1.0,131.0,22.0
2024-05-25-CHI-ATX,2024-05-25,2024,6,UFA,union,sol,1.0,0.0,,,0.0,2.0,,,,0.0,95.0,17.0
2024-05-31-MAD-CHI,2024-05-31,2024,6,UFA,radicals,union,0.0,1.0,,,0.0,2.0,,,,1.0,114.0,26.0
2024-06-01-CHI-IND,2024-06-01,2024,6,UFA,union,alleycats,0.0,1.0,,,0.0,1.0,,,,0.0,70.0,11.0
