game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_CFL_2023_W1_CGY,,2023,1,CFL,,,,,,0.0,34.0
SYNTHETIC_CFL_2023_W19_CGY,,2023,19,CFL,,,0.0,17.0,1.0,0.0,8.0
SYNTHETIC_CFL_2023_W20_CGY,,2023,20,CFL,,,,,,1.0,105.0
SYNTHETIC_CFL_2023_W21_CGY,,2023,21,CFL,,,0.0,0.0,0.0,0.0,22.0
SYNTHETIC_CFL_2024_W5_CGY,,2024,5,CFL,,,0.0,12.0,4.0,0.0,65.0
SYNTHETIC_CFL_2024_W6_CGY,,2024,6,CFL,,,0.0,8.0,1.0,0.0,9.0
SYNTHETIC_CFL_2024_W7_CGY,,2024,7,CFL,,,0.0,0.0,1.0,,
SYNTHETIC_CFL_2024_W8_CGY,,2024,8,CFL,,,0.0,-6.0,1.0,0.0,11.0
SYNTHETIC_CFL_2024_W9_CGY,,2024,9,CFL,,,0.0,11.0,4.0,0.0,36.0
SYNTHETIC_CFL_2024_W10_CGY,,2024,10,CFL,,,0.0,43.0,5.0,1.0,61.0
SYNTHETIC_CFL_2024_W11_CGY,,2024,11,CFL,,,0.0,5.0,1.0,0.0,14.0
SYNTHETIC_CFL_2024_W13_CGY,,2024,13,CFL,,,0.0,4.0,1.0,,
SYNTHETIC_CFL_2024_W14_CGY,,2024,14,CFL,,,,,,0.0,25.0
SYNTHETIC_CFL_2024_W15_CGY,,2024,15,CFL,,,0.0,10.0,1.0,0.0,5.0
SYNTHETIC_CFL_2024_W16_CGY,,2024,16,CFL,,,0.0,5.0,2.0,0.0,15.0
SYNTHETIC_CFL_2024_W18_CGY,,2024,18,CFL,,,0.0,29.0,3.0,0.0,89.0
SYNTHETIC_CFL_2024_W19_CGY,,2024,19,CFL,,,0.0,0.0,0.0,0.0,5.0
SYNTHETIC_CFL_2024_W21_CGY,,2024,21,CFL,,,,,,0.0,20.0
