game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,match_played
cricket-odi-2016-11-27-1059716,2016-11-27,2016,1,ODI,Zimbabwe,Sri Lanka,37.0,3.0,0.0,3.0,36.0,1.0,,1.0
cricket-odi-2017-07-06-1104480,2017-07-06,2017,1,ODI,Sri Lanka,Zimbabwe,57.0,4.0,0.0,3.0,48.0,1.0,,1.0
cricket-odi-2017-07-08-1104481,2017-07-08,2017,1,ODI,Sri Lanka,Zimbabwe,23.0,5.0,0.0,3.0,30.0,0.0,,1.0
cricket-odi-2017-07-10-1104482,2017-07-10,2017,1,ODI,Sri Lanka,Zimbabwe,49.0,4.0,0.0,3.0,37.0,0.0,1.0,1.0
cricket-tests-2017-07-14-1104483,2017-07-14,2017,1,TESTS,Zimbabwe,Sri Lanka,21.0,1.0,0.0,3.0,6.0,0.0,,1.0
cricket-odi-2018-07-13-1142920,2018-07-13,2018,1,ODI,Pakistan,Zimbabwe,20.0,4.0,0.0,4.0,21.0,0.0,2.0,1.0
cricket-odi-2018-07-16-1142921,2018-07-16,2018,1,ODI,Zimbabwe,Pakistan,34.0,2.0,0.0,4.0,24.0,0.0,,1.0
cricket-odi-2018-07-18-1142922,2018-07-18,2018,1,ODI,Zimbabwe,Pakistan,4.0,0.0,0.0,4.0,0.0,0.0,,1.0
cricket-odi-2018-07-20-1142923,2018-07-20,2018,1,ODI,Pakistan,Zimbabwe,4.0,0.0,0.0,3.0,10.0,1.0,1.0,1.0
cricket-t20i-2018-07-01-1142913,2018-07-01,2018,1,T20I,Pakistan,Zimbabwe,35.0,2.0,0.0,4.0,43.0,0.0,1.0,1.0
cricket-t20i-2018-07-03-1142915,2018-07-03,2018,1,T20I,Australia,Zimbabwe,7.0,0.0,0.0,4.0,10.0,1.0,,1.0
cricket-t20i-2018-07-04-1142916,2018-07-04,2018,1,T20I,Zimbabwe,Pakistan,22.0,4.0,0.0,4.0,33.0,0.0,,1.0
cricket-t20i-2018-07-06-1142918,2018-07-06,2018,1,T20I,Zimbabwe,Australia,10.0,1.0,0.0,4.0,12.0,1.0,1.0,1.0
cricket-t20i-2018-10-09-1144149,2018-10-09,2018,1,T20I,South Africa,Zimbabwe,1.0,0.0,0.0,4.0,0.0,0.0,,1.0
cricket-t20i-2018-10-12-1144150,2018-10-12,2018,1,T20I,Zimbabwe,South Africa,5.0,0.0,0.0,4.0,0.0,0.0,,1.0
cricket-t20i-2021-04-23-1257184,2021-04-23,2021,1,T20I,Zimbabwe,Pakistan,10.0,1.0,0.0,7.0,13.0,0.0,2.0,1.0
cricket-t20i-2021-04-25-1257185,2021-04-25,2021,1,T20I,Pakistan,Zimbabwe,11.0,1.0,0.0,2.0,10.0,0.0,,1.0
cricket-t20i-2021-07-22-1267680,2021-07-22,2021,1,T20I,Zimbabwe,Bangladesh,6.0,1.0,0.0,6.0,6.0,0.0,,1.0
cricket-t20i-2021-07-23-1267681,2021-07-23,2021,1,T20I,Zimbabwe,Bangladesh,,,,,,,1.0,1.0
cricket-t20i-2021-07-25-1267682,2021-07-25,2021,1,T20I,Zimbabwe,Bangladesh,,,,,,,2.0,1.0
cricket-tests-2021-04-29-1257186,2021-04-29,2021,1,TESTS,Zimbabwe,Pakistan,125.0,6.0,0.0,3.0,57.0,1.0,2.0,1.0
cricket-tests-2021-05-07-1257187,2021-05-07,2021,1,TESTS,Pakistan,Zimbabwe,19.0,1.0,0.0,2.0,8.0,0.0,,1.0
cricket-odi-2022-08-05-1323292,2022-08-05,2022,1,ODI,Bangladesh,Zimbabwe,5.0,1.0,0.0,2.0,4.0,0.0,1.0,1.0
