game_id,date,season,week,league,away,home,match_loss,match_played,match_win,team_points_against,team_points_for
curling-wcf-world-2026-825-1-2,2026-02-11,2026,1,WCF-WORLD,Czechia,United States of America,0.0,1.0,1.0,7.0,8.0
curling-wcf-world-2026-825-2-2,2026-02-12,2026,1,WCF-WORLD,United States of America,Switzerland,1.0,1.0,0.0,8.0,3.0
curling-wcf-world-2026-825-5-2,2026-02-14,2026,1,WCF-WORLD,Germany,United States of America,0.0,1.0,1.0,6.0,8.0
curling-wcf-world-2026-825-6-1,2026-02-15,2026,1,WCF-WORLD,United States of America,Sweden,0.0,1.0,1.0,5.0,8.0
curling-wcf-world-2026-825-7-2,2026-02-15,2026,1,WCF-WORLD,Norway,United States of America,0.0,1.0,1.0,8.0,10.0
curling-wcf-world-2026-834-10-2,2026-04-28,2026,1,WCF-WORLD,Italy,United States of America,0.0,1.0,1.0,2.0,9.0
curling-wcf-world-2026-834-17-2,2026-04-30,2026,1,WCF-WORLD,United States of America,England,0.0,1.0,1.0,3.0,10.0
curling-wcf-world-2026-834-21-1,2026-05-02,2026,1,WCF-WORLD,United States of America,Switzerland,0.0,1.0,1.0,6.0,7.0
curling-wcf-world-2026-834-4-1,2026-04-26,2026,1,WCF-WORLD,United States of America,Poland,0.0,1.0,1.0,4.0,12.0
curling-wcf-world-2026-834-9-1,2026-04-27,2026,1,WCF-WORLD,"Hong Kong, China",United States of America,0.0,1.0,1.0,2.0,11.0
