game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2019_SEASON_TOTAL,,2019,1,NLL,,,48.0,,,12.0,22.0,,17.0,,70.0,,,,,
NLL_2022_SEASON_TOTAL,,2022,1,NLL,,,59.0,,,17.0,34.0,,20.0,,93.0,15.0,5.0,,,
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,24.0,,,9.0,23.0,,4.0,,47.0,9.0,6.0,1.0,,
703344673,2025-12-05,2025,1,NLL,OSHAWA,HALIFAX,3.0,3.0,3.0,,2.0,3.0,,3.0,,,,,3.0,3.0
