game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-odi-2004-09-01-65032,2004-09-01,2004,1,ODI,India,England,,,,,,,48.0,0.0,1.0,30.0,3.0,0.0,,1.0
cricket-odi-2004-09-03-65033,2004-09-03,2004,1,ODI,England,India,,,,,,,36.0,0.0,1.0,36.0,1.0,0.0,,1.0
cricket-odi-2004-09-05-65034,2004-09-05,2004,1,ODI,India,England,15.0,0.0,0.0,9.0,9.0,1.0,57.0,0.0,3.0,41.0,2.0,1.0,1.0,1.0
cricket-odi-2004-09-10-66196,2004-09-10,2004,1,ODI,England,Zimbabwe,2.0,0.0,1.0,9.0,4.0,0.0,42.0,0.0,3.0,45.0,0.0,0.0,,1.0
cricket-odi-2004-09-17-66205,2004-09-17,2004,1,ODI,England,Sri Lanka,1.0,0.0,0.0,8.0,0.0,0.0,30.0,1.0,4.0,20.0,0.0,1.0,,1.0
cricket-odi-2004-09-21-66208,2004-09-21,2004,1,ODI,Australia,England,,,,,,,18.0,0.0,0.0,13.0,0.0,0.0,,1.0
cricket-odi-2004-09-25-66210,2004-09-25,2004,1,ODI,England,West Indies,6.0,0.0,1.0,9.0,3.0,0.0,59.0,0.0,1.0,38.0,0.0,0.0,,1.0
cricket-odi-2004-11-28-64910,2004-11-28,2004,1,ODI,Zimbabwe,England,,,,,,,60.0,2.0,1.0,38.0,2.0,0.0,,1.0
cricket-odi-2004-12-01-64911,2004-12-01,2004,1,ODI,England,Zimbabwe,,,,,,,36.0,1.0,2.0,24.0,4.0,0.0,,1.0
cricket-odi-2004-12-05-64913,2004-12-05,2004,1,ODI,England,Zimbabwe,,,,,,,36.0,3.0,2.0,14.0,0.0,1.0,,1.0
cricket-odi-2005-02-11-64928,2005-02-11,2005,1,ODI,South Africa,England,,,,,,,54.0,1.0,1.0,48.0,3.0,1.0,,1.0
cricket-odi-2005-02-13-64929,2005-02-13,2005,1,ODI,England,South Africa,4.0,0.0,1.0,10.0,3.0,0.0,60.0,1.0,2.0,51.0,2.0,1.0,,1.0
