game_id,date,season,week,league,away,home,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
2024-04-26-MTL-BOS,2024-04-26,2024,1,UFA,royal,glory,2.0,0.0,0.0,2.0,3.0,268.0,201.0
2024-04-27-MTL-NY,2024-04-27,2024,1,UFA,royal,empire,1.0,0.0,1.0,2.0,1.0,113.0,150.0
2024-05-11-MTL-TOR,2024-05-11,2024,3,UFA,royal,rush,2.0,0.0,1.0,0.0,5.0,121.0,156.0
2024-05-18-NY-MTL,2024-05-18,2024,4,UFA,empire,royal,1.0,0.0,1.0,2.0,1.0,100.0,120.0
2024-06-08-TOR-MTL,2024-06-08,2024,7,UFA,rush,royal,3.0,0.0,0.0,2.0,2.0,144.0,306.0
2024-06-16-DC-MTL,2024-06-16,2024,8,UFA,breeze,royal,2.0,1.0,1.0,2.0,1.0,121.0,487.0
2024-06-21-MTL-PHI,2024-06-21,2024,9,UFA,royal,phoenix,1.0,0.0,0.0,0.0,0.0,20.0,105.0
2024-06-22-MTL-DC,2024-06-22,2024,9,UFA,royal,breeze,0.0,0.0,0.0,1.0,2.0,38.0,43.0
2024-06-30-PHI-MTL,2024-06-30,2024,10,UFA,phoenix,royal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-06-BOS-MTL,2024-07-06,2024,11,UFA,glory,royal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19-MTL-TOR,2024-07-19,2024,13,UFA,royal,rush,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-21-BOS-MTL,2024-07-21,2024,13,UFA,glory,royal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
