game_id,date,season,week,league,away,home,completion_pct,interceptions,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards
FOOTBALL_AF1_2026_4_11_T602555G1168200@T584635,2026-04-11,2026,1,AF1,Minnesota Monsters,Albany Firebirds,600.0,2.0,30.0,18.0,17.0,8.0,0.0,65.0,2.0,2.0,135.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,6.0
FOOTBALL_AF1_2026_4_25_T602555G1168209@T606163,2026-04-25,2026,3,AF1,Minnesota Monsters,Michigan Arsenal,714.0,1.0,14.0,10.0,29.0,13.0,0.0,94.0,1.0,1.0,128.0,0.0,14.0,14.0,0.0,1.0,0.0,1.0,14.0
FOOTBALL_AF1_2026_5_3_T602555G1168214@T612138,2026-05-04,2026,4,AF1,Minnesota Monsters,Oceanside Bombers,292.0,2.0,24.0,7.0,0.0,14.0,0.0,49.0,0.0,3.0,97.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,6.0
FOOTBALL_AF1_2026_5_9_T602555G1168217@T606163,2026-05-09,2026,5,AF1,Minnesota Monsters,Michigan Arsenal,531.0,2.0,32.0,17.0,30.0,8.0,0.0,59.0,2.0,2.0,135.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0
