game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_NITRO,,,2,AUDL,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
SYNTHETIC_AUDL_W3_NITRO,,,3,AUDL,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-06-26-OAK-POR,2022-06-26,2022,5,,OAK,POR,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-07-09-SLC-POR,2022-07-09,2022,7,,SLC,POR,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-07-24-SD-POR,2022-07-24,2022,9,,SD,POR,0.0,0.0,,,0.0,0.0,,0.0,25.0,-9.0
2022-07-29-POR-SLC,2022-07-29,2022,10,,POR,SLC,0.0,0.0,,,2.0,2.0,,0.0,127.0,-41.0
2022-07-30-POR-COL,2022-07-30,2022,10,,POR,COL,0.0,0.0,,,0.0,2.0,,0.0,38.0,-15.0
2023-06-17-POR-CHI,2023-06-17,2023,8,,POR,CHI,,,2.0,1.0,,1.0,1.0,,25.0,-8.0
2023-07-07-POR-SLC,2023-07-07,2023,11,,POR,SLC,,,6.0,5.0,,,5.0,,74.0,6.0
2023-07-08-POR-OAK,2023-07-08,2023,11,,POR,OAK,,1.0,,,,1.0,,,,
2023-07-22-POR-SEA,2023-07-22,2023,13,,POR,SEA,1.0,,2.0,2.0,,,2.0,0.0,59.0,-6.0
