game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,forced_fumbles,fumble_recoveries,kick_returns,kr_avg,kr_tds,kr_yards,returning_intr_td,sacks,tackles
FOOTBALL_AF1_2026_5_3_T602555G1168214@T612138,2026-05-04,2026,4,AF1,Minnesota Monsters,Oceanside Bombers,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,4.0
FOOTBALL_AF1_2026_5_16_T612138G1168221@T584637,2026-05-16,2026,6,AF1,Oceanside Bombers,Nashville Kats,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,2.0
FOOTBALL_AF1_2026_5_24_T584747G1168383@T612138,2026-05-25,2026,7,AF1,Kentucky Barrels,Oceanside Bombers,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,7.0
