game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,def_fr,def_tackles,goals,goals_minus_xg,goals_plus_assists,gp,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,pr_no,pr_yds,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-uslc-2019-4wM4E4d5jB,,2019,1,USLC,,,1.0,0.7128,19.4778,2.2639,,,1.0,0.7668,2.0,,5.0,153.0,0.7,50.0,-0.7355,-1.471,0.0449,,,3.0,2.0,0.2872,0.2332,-0.1213,0.5205,0.7147,0.1879
soccer-uslc-2020-4wM4E4d5jB,,2020,1,USLC,,,4.0,1.559,20.294,1.5686,,,1.0,0.1579,5.0,,11.0,977.0,0.5787,235.0,-13.7242,-5.8401,0.1392,,,13.0,3.0,2.441,0.8421,0.0348,3.2832,0.6371,0.3013
FOOTBALL_ELF_2021_SEASON_TOTAL,,2021,1,ELF,,,,,,,1.0,8.0,,,,9.0,,,,,,,,1.0,11.0,,,,,,,,
soccer-uslc-2021-NWMWllL5lz,,2021,1,USLC,,,0.0,-0.0122,18.1002,1.0452,,,0.0,-0.1291,0.0,,1.0,180.0,0.4545,55.0,-8.212,-14.9309,0.0,,,3.0,1.0,0.0122,0.1291,0.0026,0.1413,0.6039,0.0517
soccer-usl1-2022-p6qb32XQ0G,,2022,1,USL1,,,1.0,0.6346,18.3305,2.7958,,,0.0,-0.2858,1.0,,1.0,214.0,0.6143,70.0,-1.8589,-2.6556,0.0,,,6.0,0.0,0.3654,0.2858,-0.2858,0.6512,0.6408,0.2553
soccer-uslc-2022-kRQaeY8QKZ,,2022,1,USLC,,,1.0,0.7769,19.7125,6.1957,,,0.0,-0.4027,1.0,,1.0,310.0,0.5676,74.0,0.5542,0.7489,0.0,,,6.0,0.0,0.2231,0.4027,-0.4027,0.6259,0.5601,0.1896
