game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202205070DAL,2022-05-07,2022,1,WNBA,ATL,DAL,,,,,,,,2.0,,,,,,2.0833333333333335,,-5.0,,,1.0,
WNBA_202205130WAS,2022-05-13,2022,1,WNBA,DAL,WAS,,,,,,,,,,,,,,1.5,,-5.0,,,,
WNBA_202205150NYL,2022-05-15,2022,1,WNBA,DAL,NYL,1.0,,,,,,,,,,,,,2.8166666666666664,,1.0,,,,
WNBA_202205210DAL,2022-05-21,2022,1,WNBA,MIN,DAL,,,1.0,,,,,,,1.0,,,,2.283333333333333,1.0,-3.0,,2.0,,1.0
WNBA_202205260CON,2022-05-26,2022,1,WNBA,DAL,CON,,,,,1.0,,,1.0,,,,,,3.4833333333333334,,-6.0,,,,
WNBA_202206030SEA,2022-06-03,2022,1,WNBA,DAL,SEA,,,1.0,,,,,,,,,,,1.6,1.0,-3.0,,2.0,,
WNBA_202206100DAL,2022-06-10,2022,1,WNBA,SEA,DAL,,,2.0,,,,0.333,3.0,1.0,,1.0,2.0,2.0,9.983333333333333,1.0,-5.0,4.0,3.0,,2.0
WNBA_202206120DAL,2022-06-12,2022,1,WNBA,SEA,DAL,,1.0,,,,,1.0,2.0,2.0,,1.0,1.0,1.0,3.966666666666667,,4.0,5.0,,,
WNBA_202206150DAL,2022-06-15,2022,1,WNBA,LVA,DAL,,,,1.0,1.0,1.0,0.5,2.0,1.0,1.0,,,,4.65,,6.0,3.0,,,
WNBA_202206170DAL,2022-06-17,2022,1,WNBA,PHO,DAL,,,,,,,,,,2.0,0.5,2.0,1.0,1.6833333333333333,,1.0,1.0,,,
WNBA_202206190DAL,2022-06-19,2022,1,WNBA,LAS,DAL,,,,,1.0,,,2.0,,2.0,,,,3.716666666666667,1.0,-9.0,,1.0,,1.0
WNBA_202206230DAL,2022-06-23,2022,1,WNBA,IND,DAL,1.0,,,,,,,1.0,,,,,,5.3,,1.0,,,1.0,
WNBA_202206250DAL,2022-06-25,2022,1,WNBA,PHO,DAL,,,,,,,,,,,,,,5.483333333333333,,-1.0,,,,
WNBA_202206280MIN,2022-06-28,2022,1,WNBA,DAL,MIN,,,2.0,,,,0.2,10.0,2.0,2.0,0.5,2.0,1.0,17.05,1.0,-7.0,5.0,3.0,1.0,
WNBA_202207140MIN,2022-07-14,2022,1,WNBA,DAL,MIN,,,,,,,,1.0,,1.0,,,,2.7666666666666666,,2.0,,,,
