game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_2023_W1_SHOWBOATS,2023-04-15,2023,1,USFL,SHOWBOATS,STARS,,0.0,5.0,2.0,,
SYNTHETIC_USFL_2023_W3_SHOWBOATS,2023-04-29,2023,3,USFL,GAMBLERS,SHOWBOATS,,1.0,12.0,2.0,,
SYNTHETIC_USFL_2023_W5_SHOWBOATS,2023-05-14,2023,5,USFL,BREAKERS,SHOWBOATS,,0.0,64.0,5.0,,
SYNTHETIC_USFL_2023_W6_SHOWBOATS,2023-05-20,2023,6,USFL,SHOWBOATS,MAULERS,,,8.0,1.0,,
25,2024-05-11,2024,7,UFL,RENEGADES,SHOWBOATS,,0.0,14.0,1.0,,
29,2024-05-18,2024,8,UFL,PANTHERS,SHOWBOATS,,0.0,0.0,0.0,,
35,2024-05-26,2024,9,UFL,SHOWBOATS,DEFENDERS,,0.0,11.0,1.0,,
40,2024-06-02,2024,10,UFL,SHOWBOATS,ROUGHNECKS,,0.0,5.0,1.0,,
45,2025-03-30,2025,1,UFL,SHOWBOATS,PANTHERS,,0.0,8.0,1.0,,
81,2025-05-03,2025,6,UFL,ROUGHNECKS,SHOWBOATS,,1.0,20.0,3.0,,
69,2025-05-16,2025,8,UFL,BRAHMAS,SHOWBOATS,1.0,0.0,14.0,1.0,,
70,2025-05-17,2025,8,UFL,BATTLEHAWKS,STALLIONS,,0.0,0.0,0.0,,
73,2025-05-24,2025,9,UFL,SHOWBOATS,RENEGADES,,0.0,6.0,1.0,,
74,2025-05-24,2025,9,UFL,STALLIONS,PANTHERS,,0.0,43.0,3.0,,
77,2025-06-01,2025,10,UFL,BRAHMAS,RENEGADES,1.0,0.0,24.0,2.0,,
78,2025-06-01,2025,10,UFL,SHOWBOATS,STALLIONS,,0.0,10.0,1.0,0.0,1.0
