game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2022-07-04-1322002,2022-07-04,2022,1,T20I,Bhutan,Maldives,23.0,0.0,1.0,7.0,11.0,0.0,6.0,0.0,1.0,8.0,0.0,0.0,1.0
cricket-t20i-2024-08-30-1447477,2024-08-30,2024,1,T20I,Malaysia,Maldives,,,,,,,12.0,0.0,0.0,22.0,1.0,0.0,1.0
cricket-t20i-2024-08-31-1447480,2024-08-31,2024,1,T20I,Singapore,Maldives,,,,,,,24.0,0.0,0.0,16.0,1.0,1.0,1.0
cricket-t20i-2024-09-02-1447484,2024-09-02,2024,1,T20I,Kuwait,Maldives,,,,,,,18.0,0.0,0.0,32.0,1.0,1.0,1.0
cricket-t20i-2024-09-03-1447486,2024-09-03,2024,1,T20I,Maldives,Hong Kong,4.0,0.0,1.0,11.0,3.0,0.0,,,,,,,1.0
cricket-t20i-2024-09-05-1447491,2024-09-05,2024,1,T20I,Myanmar,Maldives,,,,,,,12.0,0.0,0.0,4.0,2.0,0.0,1.0
cricket-t20i-2024-10-19-1453912,2024-10-19,2024,1,T20I,Indonesia,Maldives,,,,,,,24.0,0.0,0.0,24.0,4.0,2.0,1.0
cricket-t20i-2024-10-20-1453913,2024-10-20,2024,1,T20I,Maldives,Bhutan,,,,,,,24.0,0.0,0.0,21.0,0.0,0.0,1.0
cricket-t20i-2024-10-22-1453915,2024-10-22,2024,1,T20I,Thailand,Maldives,,,,,,,24.0,0.0,0.0,24.0,1.0,1.0,1.0
cricket-t20i-2024-10-23-1453918,2024-10-23,2024,1,T20I,Bhutan,Maldives,,,,,,,12.0,0.0,0.0,21.0,0.0,0.0,1.0
