game_id,date,season,week,league,away,home,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20,rush_attempts,rushing_tds,rushing_yards
FOOTBALL_AAF_2019_2_9_SD@SA,2019-02-09,2019,1,AAF,SD,SA,,,,,,44.0,52.0,0.0,220.0,5.0,0.0,3.0,,,
FOOTBALL_AAF_2019_3_2_SD@MEM,2019-03-02,2019,4,AAF,SD,MEM,,,,,,48.8,58.0,0.0,293.0,6.0,0.0,2.0,,,
FOOTBALL_AAF_2019_3_10_MEM@ATL,2019-03-10,2019,5,AAF,MEM,ATL,,,,,,49.3,57.0,0.0,296.0,6.0,0.0,2.0,,,
FOOTBALL_AAF_2019_3_16_MEM@SL,2019-03-16,2019,6,AAF,MEM,SL,,,,,,54.1,67.0,1.0,379.0,7.0,0.0,2.0,,,
FOOTBALL_AAF_2019_3_24_BIR@MEM,2019-03-24,2019,7,AAF,BIR,MEM,,,,,,44.2,59.0,1.0,221.0,5.0,0.0,2.0,,,
FOOTBALL_AAF_2019_3_30_ORL@MEM,2019-03-30,2019,8,AAF,ORL,MEM,0.0,0.0,1.0,0.0,0.0,39.7,52.0,0.0,119.0,3.0,0.0,2.0,1.0,0.0,0.0
