game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-PHI-NY,2023-04-29,2023,1,,PHI,NY,3.0,,20.0,20.0,,2.0,,,,20.0,,116.0,132.0
2023-05-05-TOR-NY,2023-05-05,2023,2,,TOR,NY,2.0,,22.0,21.0,,3.0,1.0,1.0,,22.0,1.0,165.0,215.0
2023-05-13-NY-DC,2023-05-13,2023,3,,NY,DC,2.0,,39.0,52.0,,,3.0,,,54.0,2.0,145.0,379.0
2023-05-20-NY-PHI,2023-05-20,2023,4,,NY,PHI,7.0,1.0,43.0,44.0,,,3.0,1.0,1.0,46.0,2.0,178.0,210.0
2023-06-02-NY-BOS,2023-06-02,2023,6,,NY,BOS,,,13.0,12.0,1.0,2.0,,,,13.0,1.0,123.0,152.0
2023-06-03-NY-MTL,2023-06-03,2023,6,,NY,MTL,2.0,,,,,,3.0,1.0,,,,,
2023-06-10-ATL-NY,2023-06-10,2023,7,,ATL,NY,1.0,,28.0,26.0,,2.0,3.0,1.0,,26.0,,116.0,211.0
2023-06-16-BOS-NY,2023-06-16,2023,8,,BOS,NY,4.0,1.0,27.0,23.0,,4.0,2.0,1.0,,25.0,2.0,215.0,187.0
2023-06-30-DC-NY,2023-06-30,2023,10,,DC,NY,2.0,,22.0,24.0,,1.0,2.0,1.0,,27.0,3.0,116.0,234.0
2023-07-14-NY-COL,2023-07-14,2023,12,,NY,COL,2.0,,35.0,29.0,,4.0,3.0,1.0,,30.0,1.0,373.0,156.0
2023-07-22-MTL-NY,2023-07-22,2023,13,,MTL,NY,1.0,,28.0,38.0,,,1.0,1.0,,40.0,2.0,97.0,264.0
