game_id,date,season,week,league,away,home,conversions,receiving_tds,receiving_yards,receptions,targets
FOOTBALL_AAF_2019_2_10_MEM@BIR,2019-02-10,2019,1,AAF,MEM,BIR,,0.0,2.0,1.0,1.0
FOOTBALL_AAF_2019_2_16_SL@BIR,2019-02-16,2019,2,AAF,SL,BIR,,0.0,7.0,2.0,4.0
SYNTHETIC_USFL_2022_W5_MICH,,2022,5,USFL,,,,0.0,13.0,1.0,
SYNTHETIC_USFL_2022_W7_MICH,,2022,7,USFL,,,,0.0,6.0,1.0,
SYNTHETIC_USFL_2022_W8_MICH,,2022,8,USFL,,,,0.0,6.0,1.0,
SYNTHETIC_USFL_2022_W9_MICH,,2022,9,USFL,,,1.0,,,,
SYNTHETIC_USFL_2022_W10_MICH,,2022,10,USFL,,,,0.0,0.0,0.0,
