game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_2022_W1_NO,,2022,1,USFL,,,,,,,1.0,89.0
SYNTHETIC_USFL_2022_W2_NO,,2022,2,USFL,,,,0.0,0.0,1.0,0.0,64.0
SYNTHETIC_USFL_2022_W3_NO,,2022,3,USFL,,,0.0,0.0,1.0,1.0,0.0,90.0
SYNTHETIC_USFL_2022_W4_NO,,2022,4,USFL,,,,0.0,17.0,4.0,1.0,104.0
SYNTHETIC_USFL_2022_W5_NO,,2022,5,USFL,,,,0.0,5.0,1.0,0.0,42.0
SYNTHETIC_USFL_2022_W6_NO,,2022,6,USFL,,,,0.0,6.0,2.0,1.0,47.0
SYNTHETIC_USFL_2022_W7_NO,,2022,7,USFL,,,,0.0,26.0,3.0,0.0,42.0
SYNTHETIC_USFL_2022_W8_NO,,2022,8,USFL,,,,0.0,0.0,0.0,0.0,41.0
SYNTHETIC_USFL_2022_W9_NO,,2022,9,USFL,,,,0.0,20.0,3.0,1.0,45.0
SYNTHETIC_USFL_2022_W10_NO,,2022,10,USFL,,,,0.0,9.0,2.0,0.0,32.0
SYNTHETIC_USFL_2022_W11_NO,,2022,11,USFL,,,,1.0,52.0,3.0,1.0,9.0
