game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-lpl-2020-11-26-1238752,2020-11-26,2020,1,LPL,Kandy Tuskers,Colombo Kings,24.0,0.0,0.0,48.0,0.0,3.0,1.0
cricket-lpl-2020-11-28-1238754,2020-11-28,2020,1,LPL,Dambulla Viiking,Kandy Tuskers,18.0,0.0,0.0,45.0,1.0,2.0,1.0
